# gbpCode colour map
#    type      = linear
#    hue       = 330 degrees
#    radius    = 001 degrees
#    chroma    = 050
#    luminance = 000 to 077
  0 0.1787 0.0000 0.1595
  1 0.1839 0.0000 0.1567
  2 0.1891 0.0000 0.1537
  3 0.1942 0.0000 0.1508
  4 0.1994 0.0000 0.1477
  5 0.2044 0.0000 0.1446
  6 0.2094 0.0000 0.1415
  7 0.2143 0.0000 0.1383
  8 0.2192 0.0000 0.1351
  9 0.2240 0.0000 0.1318
 10 0.2287 0.0000 0.1285
 11 0.2334 0.0000 0.1252
 12 0.2379 0.0000 0.1218
 13 0.2424 0.0000 0.1184
 14 0.2468 0.0000 0.1150
 15 0.2511 0.0000 0.1116
 16 0.2554 0.0000 0.1081
 17 0.2595 0.0000 0.1047
 18 0.2636 0.0000 0.1012
 19 0.2676 0.0000 0.0976
 20 0.2715 0.0000 0.0939
 21 0.2753 0.0000 0.0900
 22 0.2790 0.0000 0.0860
 23 0.2826 0.0000 0.0818
 24 0.2862 0.0000 0.0774
 25 0.2897 0.0000 0.0729
 26 0.2931 0.0000 0.0681
 27 0.2963 0.0000 0.0630
 28 0.2995 0.0000 0.0576
 29 0.3026 0.0000 0.0519
 30 0.3055 0.0000 0.0457
 31 0.3083 0.0000 0.0389
 32 0.3110 0.0000 0.0319
 33 0.3136 0.0000 0.0249
 34 0.3160 0.0000 0.0180
 35 0.3184 0.0000 0.0111
 36 0.3206 0.0000 0.0043
 37 0.3227 0.0000 0.0000
 38 0.3246 0.0000 0.0000
 39 0.3265 0.0000 0.0000
 40 0.3282 0.0000 0.0000
 41 0.3298 0.0000 0.0000
 42 0.3313 0.0000 0.0000
 43 0.3327 0.0000 0.0000
 44 0.3340 0.0000 0.0000
 45 0.3351 0.0000 0.0000
 46 0.3361 0.0000 0.0000
 47 0.3370 0.0000 0.0000
 48 0.3378 0.0000 0.0000
 49 0.3385 0.0000 0.0000
 50 0.3390 0.0000 0.0000
 51 0.3395 0.0000 0.0000
 52 0.3398 0.0000 0.0000
 53 0.3400 0.0105 0.0000
 54 0.3401 0.0216 0.0000
 55 0.3401 0.0332 0.0000
 56 0.3399 0.0450 0.0000
 57 0.3397 0.0557 0.0000
 58 0.3393 0.0655 0.0000
 59 0.3388 0.0745 0.0000
 60 0.3382 0.0831 0.0000
 61 0.3375 0.0911 0.0000
 62 0.3367 0.0989 0.0000
 63 0.3358 0.1063 0.0000
 64 0.3347 0.1135 0.0000
 65 0.3336 0.1204 0.0000
 66 0.3323 0.1272 0.0000
 67 0.3309 0.1338 0.0000
 68 0.3295 0.1403 0.0000
 69 0.3279 0.1466 0.0000
 70 0.3262 0.1528 0.0000
 71 0.3244 0.1589 0.0000
 72 0.3224 0.1649 0.0000
 73 0.3204 0.1708 0.0000
 74 0.3183 0.1766 0.0000
 75 0.3160 0.1823 0.0000
 76 0.3137 0.1880 0.0000
 77 0.3112 0.1935 0.0000
 78 0.3086 0.1991 0.0000
 79 0.3060 0.2045 0.0000
 80 0.3032 0.2099 0.0000
 81 0.3003 0.2152 0.0000
 82 0.2973 0.2205 0.0000
 83 0.2941 0.2257 0.0000
 84 0.2909 0.2309 0.0000
 85 0.2875 0.2360 0.0000
 86 0.2841 0.2410 0.0000
 87 0.2805 0.2461 0.0000
 88 0.2768 0.2510 0.0000
 89 0.2730 0.2560 0.0000
 90 0.2690 0.2609 0.0000
