# gbpCode colour map
#    type      = iso
#    hue       = 300 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 069 to 069
  0 0.7156 0.6078 0.9735
  1 0.7234 0.6053 0.9702
  2 0.7310 0.6028 0.9668
  3 0.7386 0.6003 0.9634
  4 0.7461 0.5978 0.9598
  5 0.7534 0.5953 0.9561
  6 0.7607 0.5928 0.9523
  7 0.7678 0.5903 0.9485
  8 0.7749 0.5879 0.9445
  9 0.7818 0.5854 0.9404
 10 0.7886 0.5830 0.9363
 11 0.7953 0.5805 0.9320
 12 0.8019 0.5781 0.9277
 13 0.8084 0.5757 0.9233
 14 0.8148 0.5733 0.9188
 15 0.8211 0.5709 0.9142
 16 0.8273 0.5685 0.9095
 17 0.8333 0.5662 0.9048
 18 0.8393 0.5639 0.8999
 19 0.8451 0.5616 0.8950
 20 0.8508 0.5593 0.8900
 21 0.8564 0.5571 0.8850
 22 0.8619 0.5549 0.8799
 23 0.8673 0.5527 0.8747
 24 0.8726 0.5505 0.8694
 25 0.8777 0.5484 0.8641
 26 0.8828 0.5464 0.8587
 27 0.8877 0.5443 0.8532
 28 0.8925 0.5423 0.8477
 29 0.8972 0.5404 0.8421
 30 0.9018 0.5385 0.8365
 31 0.9062 0.5366 0.8308
 32 0.9106 0.5348 0.8250
 33 0.9148 0.5330 0.8192
 34 0.9189 0.5313 0.8134
 35 0.9229 0.5296 0.8075
 36 0.9268 0.5280 0.8016
 37 0.9305 0.5264 0.7956
 38 0.9342 0.5249 0.7896
 39 0.9377 0.5235 0.7835
 40 0.9411 0.5221 0.7774
 41 0.9444 0.5207 0.7713
 42 0.9475 0.5195 0.7651
 43 0.9506 0.5183 0.7589
 44 0.9535 0.5171 0.7527
 45 0.9563 0.5160 0.7465
 46 0.9590 0.5150 0.7402
 47 0.9616 0.5141 0.7339
 48 0.9640 0.5132 0.7276
 49 0.9663 0.5124 0.7212
 50 0.9686 0.5117 0.7149
 51 0.9707 0.5110 0.7085
 52 0.9726 0.5104 0.7021
 53 0.9745 0.5099 0.6957
 54 0.9762 0.5094 0.6893
 55 0.9778 0.5090 0.6829
 56 0.9794 0.5087 0.6765
 57 0.9807 0.5085 0.6701
 58 0.9820 0.5083 0.6636
 59 0.9832 0.5083 0.6572
 60 0.9842 0.5083 0.6508
 61 0.9851 0.5083 0.6444
 62 0.9859 0.5085 0.6380
 63 0.9866 0.5087 0.6316
 64 0.9872 0.5090 0.6252
 65 0.9877 0.5093 0.6188
 66 0.9880 0.5097 0.6124
 67 0.9882 0.5103 0.6061
 68 0.9884 0.5108 0.5997
 69 0.9884 0.5115 0.5934
 70 0.9883 0.5122 0.5871
 71 0.9880 0.5130 0.5808
 72 0.9877 0.5138 0.5746
 73 0.9873 0.5147 0.5684
 74 0.9867 0.5157 0.5622
 75 0.9861 0.5168 0.5560
 76 0.9853 0.5179 0.5498
 77 0.9845 0.5191 0.5437
 78 0.9835 0.5203 0.5376
 79 0.9824 0.5216 0.5316
 80 0.9812 0.5229 0.5256
 81 0.9799 0.5243 0.5196
 82 0.9785 0.5258 0.5137
 83 0.9770 0.5273 0.5078
 84 0.9754 0.5289 0.5019
 85 0.9737 0.5305 0.4961
 86 0.9719 0.5322 0.4903
 87 0.9700 0.5339 0.4846
 88 0.9680 0.5357 0.4790
 89 0.9659 0.5375 0.4733
 90 0.9637 0.5393 0.4678
 91 0.9615 0.5412 0.4623
 92 0.9591 0.5431 0.4568
 93 0.9566 0.5451 0.4514
 94 0.9540 0.5471 0.4460
 95 0.9514 0.5492 0.4407
 96 0.9486 0.5512 0.4355
 97 0.9458 0.5533 0.4303
 98 0.9428 0.5555 0.4252
 99 0.9398 0.5576 0.4202
100 0.9367 0.5598 0.4152
101 0.9335 0.5620 0.4103
102 0.9302 0.5642 0.4055
103 0.9268 0.5665 0.4007
104 0.9234 0.5688 0.3960
105 0.9199 0.5711 0.3914
106 0.9163 0.5734 0.3868
107 0.9126 0.5757 0.3824
108 0.9088 0.5780 0.3780
109 0.9049 0.5804 0.3737
110 0.9010 0.5828 0.3694
111 0.8970 0.5851 0.3653
112 0.8929 0.5875 0.3612
113 0.8888 0.5899 0.3573
114 0.8846 0.5923 0.3534
115 0.8803 0.5947 0.3496
116 0.8759 0.5971 0.3459
117 0.8715 0.5995 0.3424
118 0.8670 0.6019 0.3389
119 0.8624 0.6043 0.3355
120 0.8577 0.6067 0.3322
121 0.8530 0.6091 0.3290
122 0.8483 0.6115 0.3260
123 0.8434 0.6139 0.3230
124 0.8385 0.6163 0.3202
125 0.8336 0.6187 0.3174
126 0.8286 0.6211 0.3148
127 0.8235 0.6234 0.3123
128 0.8183 0.6258 0.3099
129 0.8131 0.6282 0.3077
130 0.8079 0.6305 0.3056
131 0.8026 0.6328 0.3036
132 0.7972 0.6351 0.3017
133 0.7918 0.6374 0.3000
134 0.7863 0.6397 0.2984
135 0.7808 0.6420 0.2969
136 0.7752 0.6443 0.2956
137 0.7696 0.6465 0.2944
138 0.7639 0.6487 0.2934
139 0.7582 0.6509 0.2925
140 0.7524 0.6531 0.2917
141 0.7466 0.6553 0.2911
142 0.7407 0.6575 0.2907
143 0.7348 0.6596 0.2903
144 0.7288 0.6617 0.2902
145 0.7228 0.6638 0.2902
146 0.7168 0.6659 0.2903
147 0.7107 0.6680 0.2906
148 0.7045 0.6700 0.2910
149 0.6983 0.6720 0.2916
150 0.6921 0.6740 0.2924
151 0.6858 0.6760 0.2932
152 0.6795 0.6779 0.2943
153 0.6731 0.6799 0.2955
154 0.6667 0.6818 0.2968
155 0.6603 0.6836 0.2983
156 0.6538 0.6855 0.2999
157 0.6473 0.6873 0.3016
158 0.6407 0.6892 0.3036
159 0.6341 0.6909 0.3056
160 0.6275 0.6927 0.3078
161 0.6208 0.6944 0.3101
162 0.6141 0.6962 0.3126
163 0.6073 0.6978 0.3152
164 0.6005 0.6995 0.3179
165 0.5936 0.7012 0.3207
166 0.5868 0.7028 0.3237
167 0.5798 0.7044 0.3268
168 0.5728 0.7059 0.3300
169 0.5658 0.7075 0.3334
170 0.5587 0.7090 0.3369
171 0.5516 0.7105 0.3404
172 0.5445 0.7119 0.3441
173 0.5373 0.7134 0.3479
174 0.5300 0.7148 0.3518
175 0.5227 0.7162 0.3559
176 0.5153 0.7175 0.3600
177 0.5079 0.7189 0.3642
178 0.5004 0.7202 0.3685
179 0.4929 0.7215 0.3729
180 0.4853 0.7227 0.3774
181 0.4777 0.7240 0.3820
182 0.4700 0.7252 0.3867
183 0.4622 0.7264 0.3915
184 0.4544 0.7275 0.3964
185 0.4464 0.7287 0.4013
186 0.4384 0.7298 0.4063
187 0.4303 0.7309 0.4114
188 0.4222 0.7319 0.4166
189 0.4139 0.7330 0.4219
190 0.4056 0.7340 0.4272
191 0.3971 0.7350 0.4326
192 0.3885 0.7359 0.4381
193 0.3799 0.7369 0.4436
194 0.3710 0.7378 0.4492
195 0.3621 0.7387 0.4549
196 0.3530 0.7396 0.4606
197 0.3438 0.7404 0.4664
198 0.3344 0.7412 0.4722
199 0.3248 0.7420 0.4781
200 0.3150 0.7428 0.4841
201 0.3050 0.7435 0.4901
202 0.2947 0.7442 0.4961
203 0.2842 0.7449 0.5022
204 0.2734 0.7456 0.5083
205 0.2622 0.7462 0.5145
206 0.2507 0.7469 0.5207
207 0.2387 0.7475 0.5270
208 0.2262 0.7481 0.5333
209 0.2132 0.7486 0.5396
210 0.1994 0.7491 0.5460
211 0.1848 0.7496 0.5524
212 0.1691 0.7501 0.5588
213 0.1520 0.7506 0.5652
214 0.1331 0.7510 0.5717
215 0.1116 0.7514 0.5782
216 0.0858 0.7518 0.5848
217 0.0516 0.7522 0.5913
218 0.0037 0.7525 0.5979
219 0.0000 0.7529 0.6044
220 0.0000 0.7532 0.6110
221 0.0000 0.7534 0.6176
222 0.0000 0.7537 0.6243
223 0.0000 0.7539 0.6309
224 0.0000 0.7541 0.6375
225 0.0000 0.7543 0.6441
226 0.0000 0.7545 0.6508
227 0.0000 0.7546 0.6574
228 0.0000 0.7547 0.6641
229 0.0000 0.7548 0.6707
230 0.0000 0.7549 0.6773
231 0.0000 0.7549 0.6839
232 0.0000 0.7549 0.6905
233 0.0000 0.7549 0.6971
234 0.0000 0.7549 0.7037
235 0.0000 0.7548 0.7103
236 0.0000 0.7548 0.7168
237 0.0000 0.7547 0.7233
238 0.0000 0.7545 0.7299
239 0.0000 0.7544 0.7363
240 0.0000 0.7542 0.7428
241 0.0000 0.7540 0.7492
242 0.0000 0.7538 0.7556
243 0.0000 0.7536 0.7620
244 0.0000 0.7533 0.7683
245 0.0000 0.7530 0.7746
246 0.0000 0.7527 0.7808
247 0.0000 0.7524 0.7870
248 0.0000 0.7520 0.7932
249 0.0000 0.7516 0.7993
250 0.0000 0.7512 0.8054
251 0.0000 0.7508 0.8114
252 0.0000 0.7503 0.8174
253 0.0000 0.7498 0.8233
254 0.0000 0.7493 0.8292
255 0.0000 0.7488 0.8350
