# gbpCode colour map
#    type      = linear
#    hue       = 120 degrees
#    radius    = 001 degrees
#    chroma    = 050
#    luminance = 000 to 070
  0 0.0000 0.0638 0.0000
  1 0.0000 0.0701 0.0000
  2 0.0000 0.0760 0.0000
  3 0.0000 0.0815 0.0000
  4 0.0000 0.0866 0.0000
  5 0.0000 0.0914 0.0000
  6 0.0000 0.0959 0.0000
  7 0.0000 0.1002 0.0000
  8 0.0000 0.1042 0.0000
  9 0.0000 0.1081 0.0000
 10 0.0000 0.1117 0.0000
 11 0.0000 0.1152 0.0000
 12 0.0000 0.1185 0.0000
 13 0.0000 0.1216 0.0000
 14 0.0000 0.1246 0.0000
 15 0.0000 0.1275 0.0000
 16 0.0000 0.1302 0.0000
 17 0.0000 0.1328 0.0000
 18 0.0000 0.1353 0.0000
 19 0.0000 0.1377 0.0000
 20 0.0000 0.1400 0.0000
 21 0.0000 0.1421 0.0000
 22 0.0000 0.1442 0.0000
 23 0.0000 0.1461 0.0000
 24 0.0000 0.1480 0.0065
 25 0.0000 0.1497 0.0280
 26 0.0000 0.1514 0.0489
 27 0.0000 0.1530 0.0658
 28 0.0000 0.1545 0.0800
 29 0.0000 0.1559 0.0925
 30 0.0000 0.1573 0.1048
 31 0.0000 0.1586 0.1170
 32 0.0000 0.1600 0.1292
 33 0.0000 0.1614 0.1414
 34 0.0000 0.1627 0.1536
 35 0.0000 0.1641 0.1657
 36 0.0000 0.1655 0.1778
 37 0.0000 0.1668 0.1899
 38 0.0000 0.1682 0.2019
 39 0.0000 0.1696 0.2138
 40 0.0000 0.1710 0.2257
 41 0.0000 0.1724 0.2375
 42 0.0000 0.1738 0.2491
 43 0.0000 0.1752 0.2607
 44 0.0000 0.1766 0.2721
 45 0.0000 0.1781 0.2833
 46 0.0000 0.1795 0.2944
 47 0.0000 0.1810 0.3053
 48 0.0000 0.1824 0.3160
 49 0.0000 0.1839 0.3265
 50 0.0000 0.1854 0.3368
 51 0.0000 0.1869 0.3468
 52 0.0000 0.1884 0.3565
 53 0.0000 0.1900 0.3660
 54 0.0000 0.1915 0.3753
 55 0.0000 0.1929 0.3842
 56 0.0000 0.1943 0.3928
 57 0.0000 0.1955 0.4011
 58 0.0000 0.1967 0.4091
 59 0.0000 0.1977 0.4167
 60 0.0000 0.1985 0.4240
 61 0.0000 0.1993 0.4310
 62 0.0000 0.1999 0.4375
 63 0.0000 0.2003 0.4437
 64 0.0000 0.2006 0.4496
 65 0.0000 0.2008 0.4550
 66 0.0000 0.2008 0.4600
 67 0.0000 0.2007 0.4647
 68 0.0000 0.2004 0.4689
 69 0.0000 0.1999 0.4728
 70 0.0000 0.1992 0.4762
 71 0.0000 0.1984 0.4792
 72 0.0000 0.1974 0.4818
 73 0.0000 0.1962 0.4840
 74 0.0000 0.1949 0.4858
 75 0.0000 0.1934 0.4871
 76 0.0000 0.1917 0.4881
 77 0.0000 0.1898 0.4886
 78 0.0189 0.1877 0.4887
 79 0.0784 0.1855 0.4885
 80 0.1167 0.1830 0.4878
 81 0.1469 0.1804 0.4867
 82 0.1729 0.1776 0.4852
 83 0.1961 0.1746 0.4834
 84 0.2173 0.1715 0.4812
 85 0.2370 0.1682 0.4786
 86 0.2556 0.1647 0.4756
 87 0.2731 0.1610 0.4723
 88 0.2898 0.1572 0.4687
 89 0.3058 0.1533 0.4647
 90 0.3210 0.1492 0.4604
 91 0.3357 0.1450 0.4558
 92 0.3498 0.1407 0.4509
