# gbpCode colour map
#    type      = linear
#    hue       = 000 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 000 to 067
  0 0.2229 0.0000 0.0121
  1 0.2252 0.0000 0.0070
  2 0.2275 0.0000 0.0020
  3 0.2298 0.0000 0.0000
  4 0.2321 0.0000 0.0000
  5 0.2343 0.0000 0.0000
  6 0.2365 0.0000 0.0000
  7 0.2387 0.0000 0.0000
  8 0.2409 0.0000 0.0000
  9 0.2430 0.0000 0.0000
 10 0.2452 0.0000 0.0000
 11 0.2472 0.0000 0.0000
 12 0.2493 0.0000 0.0000
 13 0.2513 0.0000 0.0000
 14 0.2533 0.0000 0.0000
 15 0.2552 0.0000 0.0000
 16 0.2572 0.0000 0.0000
 17 0.2590 0.0000 0.0000
 18 0.2609 0.0000 0.0000
 19 0.2627 0.0000 0.0000
 20 0.2644 0.0000 0.0000
 21 0.2662 0.0000 0.0000
 22 0.2679 0.0000 0.0000
 23 0.2695 0.0000 0.0000
 24 0.2711 0.0000 0.0000
 25 0.2727 0.0000 0.0000
 26 0.2742 0.0000 0.0000
 27 0.2757 0.0000 0.0000
 28 0.2772 0.0000 0.0000
 29 0.2786 0.0000 0.0000
 30 0.2799 0.0000 0.0000
 31 0.2812 0.0000 0.0000
 32 0.2825 0.0000 0.0000
 33 0.2837 0.0000 0.0000
 34 0.2848 0.0000 0.0000
 35 0.2859 0.0000 0.0000
 36 0.2868 0.0000 0.0000
 37 0.2878 0.0000 0.0000
 38 0.2886 0.0000 0.0000
 39 0.2894 0.0000 0.0000
 40 0.2902 0.0000 0.0000
 41 0.2908 0.0000 0.0000
 42 0.2915 0.0000 0.0000
 43 0.2920 0.0000 0.0000
 44 0.2925 0.0000 0.0000
 45 0.2929 0.0000 0.0000
 46 0.2932 0.0000 0.0000
 47 0.2935 0.0000 0.0000
 48 0.2938 0.0053 0.0000
 49 0.2939 0.0127 0.0000
 50 0.2940 0.0204 0.0000
 51 0.2940 0.0283 0.0000
 52 0.2940 0.0365 0.0000
 53 0.2939 0.0448 0.0000
 54 0.2938 0.0524 0.0000
 55 0.2936 0.0595 0.0000
 56 0.2933 0.0663 0.0000
 57 0.2929 0.0727 0.0000
 58 0.2925 0.0789 0.0000
 59 0.2920 0.0848 0.0000
 60 0.2915 0.0906 0.0000
 61 0.2909 0.0962 0.0000
 62 0.2902 0.1016 0.0000
 63 0.2895 0.1069 0.0000
 64 0.2887 0.1121 0.0000
 65 0.2879 0.1172 0.0000
 66 0.2870 0.1222 0.0000
 67 0.2860 0.1271 0.0000
 68 0.2850 0.1319 0.0000
 69 0.2839 0.1367 0.0000
 70 0.2827 0.1414 0.0000
 71 0.2815 0.1460 0.0000
 72 0.2802 0.1506 0.0000
 73 0.2788 0.1551 0.0000
 74 0.2774 0.1596 0.0000
 75 0.2759 0.1640 0.0000
 76 0.2744 0.1684 0.0000
 77 0.2727 0.1727 0.0000
 78 0.2711 0.1770 0.0000
 79 0.2693 0.1813 0.0000
 80 0.2675 0.1855 0.0000
 81 0.2656 0.1897 0.0000
 82 0.2637 0.1939 0.0000
 83 0.2617 0.1980 0.0000
 84 0.2596 0.2021 0.0000
 85 0.2574 0.2061 0.0000
 86 0.2552 0.2102 0.0000
 87 0.2529 0.2142 0.0000
 88 0.2506 0.2182 0.0000
 89 0.2481 0.2222 0.0000
 90 0.2456 0.2261 0.0000
 91 0.2430 0.2300 0.0000
 92 0.2404 0.2339 0.0000
 93 0.2376 0.2378 0.0000
 94 0.2348 0.2417 0.0000
 95 0.2319 0.2455 0.0000
 96 0.2290 0.2493 0.0000
 97 0.2259 0.2531 0.0000
 98 0.2228 0.2569 0.0000
 99 0.2196 0.2606 0.0000
100 0.2162 0.2644 0.0000
101 0.2128 0.2681 0.0000
102 0.2093 0.2718 0.0000
103 0.2057 0.2755 0.0000
104 0.2020 0.2792 0.0000
105 0.1982 0.2828 0.0000
106 0.1943 0.2865 0.0000
107 0.1903 0.2901 0.0000
108 0.1861 0.2937 0.0000
109 0.1819 0.2973 0.0000
110 0.1775 0.3008 0.0000
111 0.1729 0.3044 0.0000
112 0.1683 0.3080 0.0000
113 0.1634 0.3115 0.0000
114 0.1584 0.3150 0.0000
115 0.1532 0.3185 0.0000
116 0.1479 0.3220 0.0000
117 0.1423 0.3255 0.0000
118 0.1365 0.3289 0.0000
119 0.1304 0.3324 0.0000
120 0.1240 0.3358 0.0000
121 0.1173 0.3392 0.0000
122 0.1101 0.3426 0.0000
123 0.1023 0.3460 0.0000
124 0.0939 0.3494 0.0075
125 0.0847 0.3528 0.0175
126 0.0745 0.3562 0.0282
127 0.0629 0.3595 0.0396
128 0.0493 0.3629 0.0509
129 0.0328 0.3662 0.0614
130 0.0155 0.3695 0.0712
131 0.0000 0.3728 0.0807
132 0.0000 0.3761 0.0898
133 0.0000 0.3794 0.0987
134 0.0000 0.3827 0.1074
135 0.0000 0.3859 0.1159
136 0.0000 0.3892 0.1244
137 0.0000 0.3924 0.1328
138 0.0000 0.3957 0.1411
139 0.0000 0.3989 0.1493
140 0.0000 0.4021 0.1575
141 0.0000 0.4053 0.1657
142 0.0000 0.4085 0.1739
143 0.0000 0.4117 0.1821
144 0.0000 0.4148 0.1902
145 0.0000 0.4180 0.1984
146 0.0000 0.4212 0.2066
147 0.0000 0.4243 0.2148
148 0.0000 0.4274 0.2230
149 0.0000 0.4305 0.2312
150 0.0000 0.4336 0.2394
151 0.0000 0.4367 0.2477
152 0.0000 0.4398 0.2560
153 0.0000 0.4429 0.2643
154 0.0000 0.4459 0.2726
155 0.0000 0.4490 0.2809
156 0.0000 0.4520 0.2893
157 0.0000 0.4550 0.2977
158 0.0000 0.4580 0.3061
159 0.0000 0.4610 0.3146
160 0.0000 0.4640 0.3231
161 0.0000 0.4670 0.3316
162 0.0000 0.4699 0.3401
163 0.0000 0.4729 0.3486
164 0.0000 0.4758 0.3572
165 0.0000 0.4787 0.3657
166 0.0000 0.4817 0.3743
167 0.0000 0.4845 0.3830
168 0.0000 0.4874 0.3916
169 0.0000 0.4903 0.4002
170 0.0000 0.4931 0.4089
171 0.0000 0.4960 0.4176
172 0.0000 0.4988 0.4262
173 0.0000 0.5016 0.4349
174 0.0000 0.5044 0.4436
175 0.0000 0.5072 0.4523
176 0.0000 0.5099 0.4610
177 0.0000 0.5127 0.4697
178 0.0000 0.5154 0.4784
179 0.0000 0.5181 0.4871
180 0.0000 0.5208 0.4958
181 0.0000 0.5235 0.5045
182 0.0000 0.5261 0.5132
183 0.0000 0.5288 0.5219
184 0.0000 0.5314 0.5306
185 0.0000 0.5340 0.5392
186 0.0000 0.5366 0.5479
187 0.0000 0.5391 0.5565
188 0.0000 0.5417 0.5651
189 0.0000 0.5442 0.5737
190 0.0000 0.5467 0.5822
191 0.0000 0.5492 0.5907
192 0.0000 0.5516 0.5992
193 0.0000 0.5541 0.6077
194 0.0000 0.5565 0.6162
195 0.0000 0.5589 0.6246
196 0.0000 0.5613 0.6329
197 0.0000 0.5636 0.6413
198 0.0000 0.5659 0.6495
199 0.0000 0.5683 0.6578
200 0.0000 0.5705 0.6660
201 0.0000 0.5728 0.6742
202 0.0000 0.5750 0.6823
203 0.0000 0.5772 0.6903
204 0.0000 0.5794 0.6983
205 0.0000 0.5816 0.7063
206 0.0000 0.5837 0.7142
207 0.0000 0.5858 0.7220
208 0.0000 0.5879 0.7298
209 0.0000 0.5900 0.7375
210 0.0000 0.5920 0.7451
211 0.0000 0.5940 0.7527
212 0.0000 0.5960 0.7602
213 0.0000 0.5979 0.7677
214 0.0000 0.5998 0.7750
215 0.0000 0.6017 0.7823
216 0.0000 0.6036 0.7895
217 0.0000 0.6054 0.7967
218 0.0000 0.6072 0.8037
219 0.0000 0.6090 0.8107
220 0.0000 0.6107 0.8176
221 0.0000 0.6124 0.8244
222 0.0000 0.6141 0.8311
223 0.0000 0.6158 0.8378
224 0.0000 0.6174 0.8443
225 0.0000 0.6190 0.8507
226 0.0000 0.6206 0.8571
227 0.0000 0.6221 0.8634
228 0.0000 0.6236 0.8695
229 0.0000 0.6251 0.8756
230 0.0000 0.6265 0.8816
231 0.0000 0.6279 0.8874
232 0.0000 0.6293 0.8932
233 0.0000 0.6307 0.8989
234 0.0000 0.6320 0.9044
235 0.0000 0.6333 0.9099
236 0.0000 0.6345 0.9153
237 0.0000 0.6357 0.9205
238 0.0527 0.6369 0.9256
239 0.1048 0.6381 0.9307
240 0.1411 0.6392 0.9356
241 0.1708 0.6403 0.9404
242 0.1967 0.6414 0.9451
243 0.2201 0.6424 0.9496
244 0.2416 0.6434 0.9541
245 0.2618 0.6444 0.9585
246 0.2809 0.6454 0.9627
247 0.2991 0.6463 0.9668
248 0.3166 0.6472 0.9708
249 0.3335 0.6480 0.9747
250 0.3499 0.6489 0.9785
251 0.3658 0.6497 0.9821
252 0.3813 0.6505 0.9856
253 0.3965 0.6512 0.9890
254 0.4114 0.6519 0.9923
255 0.4260 0.6526 0.9955
