# gbpCode colour map
#    type      = iso
#    hue       = 000 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 067 to 067
  0 0.9560 0.4866 0.6507
  1 0.9573 0.4864 0.6443
  2 0.9585 0.4863 0.6379
  3 0.9596 0.4863 0.6315
  4 0.9605 0.4864 0.6251
  5 0.9613 0.4865 0.6188
  6 0.9620 0.4867 0.6124
  7 0.9626 0.4869 0.6061
  8 0.9631 0.4873 0.5997
  9 0.9635 0.4877 0.5934
 10 0.9638 0.4882 0.5871
 11 0.9639 0.4887 0.5808
 12 0.9639 0.4894 0.5745
 13 0.9639 0.4901 0.5682
 14 0.9637 0.4908 0.5620
 15 0.9634 0.4917 0.5558
 16 0.9630 0.4926 0.5496
 17 0.9625 0.4936 0.5434
 18 0.9618 0.4946 0.5372
 19 0.9611 0.4957 0.5311
 20 0.9603 0.4969 0.5250
 21 0.9593 0.4981 0.5190
 22 0.9583 0.4994 0.5130
 23 0.9571 0.5007 0.5070
 24 0.9559 0.5021 0.5010
 25 0.9545 0.5036 0.4951
 26 0.9530 0.5051 0.4892
 27 0.9515 0.5067 0.4834
 28 0.9498 0.5083 0.4776
 29 0.9481 0.5100 0.4719
 30 0.9462 0.5117 0.4662
 31 0.9442 0.5135 0.4605
 32 0.9422 0.5153 0.4549
 33 0.9400 0.5171 0.4493
 34 0.9378 0.5190 0.4438
 35 0.9354 0.5210 0.4384
 36 0.9330 0.5229 0.4330
 37 0.9305 0.5249 0.4276
 38 0.9279 0.5270 0.4223
 39 0.9251 0.5291 0.4171
 40 0.9223 0.5312 0.4119
 41 0.9195 0.5333 0.4068
 42 0.9165 0.5355 0.4018
 43 0.9134 0.5377 0.3968
 44 0.9103 0.5399 0.3919
 45 0.9070 0.5421 0.3870
 46 0.9037 0.5444 0.3822
 47 0.9003 0.5466 0.3775
 48 0.8968 0.5489 0.3729
 49 0.8933 0.5513 0.3683
 50 0.8896 0.5536 0.3638
 51 0.8859 0.5559 0.3594
 52 0.8821 0.5583 0.3551
 53 0.8783 0.5607 0.3508
 54 0.8743 0.5630 0.3466
 55 0.8703 0.5654 0.3425
 56 0.8662 0.5678 0.3385
 57 0.8620 0.5702 0.3346
 58 0.8578 0.5726 0.3308
 59 0.8535 0.5750 0.3271
 60 0.8491 0.5774 0.3234
 61 0.8446 0.5798 0.3199
 62 0.8401 0.5822 0.3165
 63 0.8355 0.5846 0.3131
 64 0.8309 0.5870 0.3099
 65 0.8262 0.5894 0.3068
 66 0.8214 0.5918 0.3037
 67 0.8166 0.5942 0.3008
 68 0.8117 0.5966 0.2980
 69 0.8067 0.5990 0.2954
 70 0.8017 0.6014 0.2928
 71 0.7966 0.6037 0.2904
 72 0.7915 0.6061 0.2880
 73 0.7863 0.6084 0.2858
 74 0.7810 0.6107 0.2838
 75 0.7757 0.6130 0.2818
 76 0.7704 0.6153 0.2800
 77 0.7650 0.6176 0.2784
