# gbpCode colour map
#    type      = linear
#    hue       = 210 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 000 to 094
  0 0.0000 0.1061 0.1530
  1 0.0000 0.1081 0.1602
  2 0.0000 0.1101 0.1673
  3 0.0000 0.1120 0.1745
  4 0.0000 0.1138 0.1817
  5 0.0000 0.1157 0.1889
  6 0.0000 0.1175 0.1961
  7 0.0000 0.1192 0.2033
  8 0.0000 0.1210 0.2105
  9 0.0000 0.1227 0.2176
 10 0.0000 0.1243 0.2248
 11 0.0000 0.1260 0.2319
 12 0.0000 0.1276 0.2390
 13 0.0000 0.1292 0.2460
 14 0.0000 0.1308 0.2531
 15 0.0000 0.1323 0.2601
 16 0.0000 0.1339 0.2671
 17 0.0000 0.1354 0.2740
 18 0.0000 0.1368 0.2809
 19 0.0000 0.1383 0.2878
 20 0.0000 0.1397 0.2946
 21 0.0000 0.1412 0.3014
 22 0.0000 0.1426 0.3081
 23 0.0000 0.1441 0.3147
 24 0.0000 0.1457 0.3213
 25 0.0000 0.1473 0.3279
 26 0.0000 0.1491 0.3343
 27 0.0000 0.1510 0.3408
 28 0.0000 0.1529 0.3471
 29 0.0000 0.1549 0.3534
 30 0.0000 0.1570 0.3596
 31 0.0000 0.1592 0.3657
 32 0.0000 0.1615 0.3718
 33 0.0000 0.1638 0.3778
 34 0.0000 0.1663 0.3837
 35 0.0000 0.1687 0.3895
 36 0.0000 0.1711 0.3952
 37 0.0000 0.1735 0.4009
 38 0.0000 0.1758 0.4065
 39 0.0000 0.1781 0.4120
 40 0.0000 0.1803 0.4175
 41 0.0000 0.1826 0.4228
 42 0.0000 0.1847 0.4281
 43 0.0000 0.1869 0.4332
 44 0.0000 0.1889 0.4383
 45 0.0000 0.1910 0.4433
 46 0.0000 0.1930 0.4482
 47 0.0000 0.1949 0.4530
 48 0.0000 0.1969 0.4578
 49 0.0000 0.1987 0.4624
 50 0.0000 0.2006 0.4669
 51 0.0000 0.2024 0.4714
 52 0.0000 0.2041 0.4757
 53 0.0000 0.2058 0.4799
 54 0.0000 0.2075 0.4841
 55 0.0000 0.2091 0.4881
 56 0.0000 0.2107 0.4921
 57 0.0000 0.2122 0.4959
 58 0.0000 0.2137 0.4997
