# gbpCode colour map
#    type      = iso
#    hue       = 300 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 069 to 069
  0 0.7156 0.6078 0.9735
  1 0.7182 0.6070 0.9724
  2 0.7208 0.6061 0.9713
  3 0.7234 0.6053 0.9702
  4 0.7259 0.6045 0.9691
  5 0.7285 0.6036 0.9680
  6 0.7310 0.6028 0.9668
  7 0.7336 0.6020 0.9657
  8 0.7361 0.6011 0.9645
  9 0.7386 0.6003 0.9634
 10 0.7411 0.5995 0.9622
 11 0.7436 0.5986 0.9610
 12 0.7461 0.5978 0.9598
 13 0.7485 0.5970 0.9586
 14 0.7510 0.5961 0.9573
 15 0.7534 0.5953 0.9561
 16 0.7559 0.5945 0.9549
 17 0.7583 0.5937 0.9536
 18 0.7607 0.5928 0.9523
 19 0.7631 0.5920 0.9511
 20 0.7655 0.5912 0.9498
 21 0.7678 0.5903 0.9485
 22 0.7702 0.5895 0.9471
 23 0.7725 0.5887 0.9458
 24 0.7749 0.5879 0.9445
 25 0.7772 0.5871 0.9432
 26 0.7795 0.5862 0.9418
 27 0.7818 0.5854 0.9404
 28 0.7841 0.5846 0.9391
 29 0.7864 0.5838 0.9377
 30 0.7886 0.5830 0.9363
 31 0.7909 0.5821 0.9349
 32 0.7931 0.5813 0.9335
 33 0.7953 0.5805 0.9320
 34 0.7975 0.5797 0.9306
 35 0.7997 0.5789 0.9292
 36 0.8019 0.5781 0.9277
 37 0.8041 0.5773 0.9262
 38 0.8063 0.5765 0.9248
 39 0.8084 0.5757 0.9233
 40 0.8106 0.5749 0.9218
 41 0.8127 0.5741 0.9203
 42 0.8148 0.5733 0.9188
 43 0.8169 0.5725 0.9173
 44 0.8190 0.5717 0.9157
 45 0.8211 0.5709 0.9142
 46 0.8232 0.5701 0.9126
 47 0.8252 0.5693 0.9111
 48 0.8273 0.5685 0.9095
 49 0.8293 0.5677 0.9079
 50 0.8313 0.5670 0.9064
 51 0.8333 0.5662 0.9048
 52 0.8353 0.5654 0.9032
 53 0.8373 0.5646 0.9016
 54 0.8393 0.5639 0.8999
 55 0.8412 0.5631 0.8983
 56 0.8432 0.5623 0.8967
 57 0.8451 0.5616 0.8950
 58 0.8470 0.5608 0.8934
 59 0.8489 0.5601 0.8917
 60 0.8508 0.5593 0.8900
 61 0.8527 0.5586 0.8884
 62 0.8546 0.5578 0.8867
 63 0.8564 0.5571 0.8850
 64 0.8583 0.5563 0.8833
 65 0.8601 0.5556 0.8816
 66 0.8619 0.5549 0.8799
 67 0.8637 0.5541 0.8781
 68 0.8655 0.5534 0.8764
 69 0.8673 0.5527 0.8747
 70 0.8691 0.5520 0.8729
 71 0.8708 0.5513 0.8712
 72 0.8726 0.5505 0.8694
 73 0.8743 0.5498 0.8676
 74 0.8760 0.5491 0.8658
 75 0.8777 0.5484 0.8641
 76 0.8794 0.5477 0.8623
 77 0.8811 0.5471 0.8605
 78 0.8828 0.5464 0.8587
 79 0.8844 0.5457 0.8569
 80 0.8861 0.5450 0.8550
 81 0.8877 0.5443 0.8532
 82 0.8893 0.5437 0.8514
 83 0.8909 0.5430 0.8495
 84 0.8925 0.5423 0.8477
 85 0.8941 0.5417 0.8458
 86 0.8957 0.5410 0.8440
 87 0.8972 0.5404 0.8421
 88 0.8987 0.5397 0.8402
 89 0.9003 0.5391 0.8384
 90 0.9018 0.5385 0.8365
 91 0.9033 0.5378 0.8346
 92 0.9048 0.5372 0.8327
 93 0.9062 0.5366 0.8308
 94 0.9077 0.5360 0.8289
 95 0.9091 0.5354 0.8270
 96 0.9106 0.5348 0.8250
 97 0.9120 0.5342 0.8231
 98 0.9134 0.5336 0.8212
 99 0.9148 0.5330 0.8192
100 0.9162 0.5324 0.8173
101 0.9176 0.5318 0.8153
102 0.9189 0.5313 0.8134
103 0.9203 0.5307 0.8114
104 0.9216 0.5302 0.8095
105 0.9229 0.5296 0.8075
106 0.9242 0.5291 0.8055
107 0.9255 0.5285 0.8035
108 0.9268 0.5280 0.8016
109 0.9280 0.5275 0.7996
110 0.9293 0.5269 0.7976
111 0.9305 0.5264 0.7956
112 0.9318 0.5259 0.7936
113 0.9330 0.5254 0.7916
114 0.9342 0.5249 0.7896
115 0.9354 0.5244 0.7876
116 0.9365 0.5239 0.7855
117 0.9377 0.5235 0.7835
118 0.9388 0.5230 0.7815
119 0.9400 0.5225 0.7795
120 0.9411 0.5221 0.7774
121 0.9422 0.5216 0.7754
122 0.9433 0.5212 0.7733
123 0.9444 0.5207 0.7713
124 0.9454 0.5203 0.7692
125 0.9465 0.5199 0.7672
126 0.9475 0.5195 0.7651
127 0.9486 0.5191 0.7631
128 0.9496 0.5187 0.7610
129 0.9506 0.5183 0.7589
130 0.9516 0.5179 0.7569
131 0.9525 0.5175 0.7548
132 0.9535 0.5171 0.7527
133 0.9545 0.5167 0.7506
134 0.9554 0.5164 0.7485
135 0.9563 0.5160 0.7465
136 0.9572 0.5157 0.7444
137 0.9581 0.5154 0.7423
138 0.9590 0.5150 0.7402
139 0.9599 0.5147 0.7381
140 0.9607 0.5144 0.7360
141 0.9616 0.5141 0.7339
