# gbpCode colour map
#    type      = iso
#    hue       = 240 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 067 to 067
  0 0.0000 0.7006 0.9451
  1 0.0000 0.7001 0.9462
  2 0.0000 0.6997 0.9473
  3 0.0000 0.6993 0.9484
  4 0.0000 0.6988 0.9495
  5 0.0000 0.6984 0.9506
  6 0.0000 0.6979 0.9516
  7 0.0000 0.6975 0.9527
  8 0.0000 0.6970 0.9537
  9 0.0000 0.6966 0.9548
 10 0.0000 0.6961 0.9558
 11 0.0000 0.6956 0.9568
 12 0.0000 0.6952 0.9578
 13 0.0000 0.6947 0.9588
 14 0.0000 0.6942 0.9597
 15 0.0000 0.6937 0.9607
 16 0.0000 0.6933 0.9616
 17 0.0000 0.6928 0.9626
 18 0.0000 0.6923 0.9635
 19 0.0017 0.6918 0.9644
 20 0.0236 0.6913 0.9653
 21 0.0456 0.6908 0.9662
 22 0.0638 0.6903 0.9670
 23 0.0788 0.6898 0.9679
 24 0.0920 0.6893 0.9687
 25 0.1038 0.6888 0.9696
 26 0.1146 0.6883 0.9704
 27 0.1246 0.6878 0.9712
 28 0.1339 0.6872 0.9720
 29 0.1428 0.6867 0.9728
 30 0.1512 0.6862 0.9735
 31 0.1592 0.6857 0.9743
 32 0.1669 0.6851 0.9750
 33 0.1743 0.6846 0.9758
 34 0.1815 0.6841 0.9765
 35 0.1884 0.6835 0.9772
 36 0.1951 0.6830 0.9779
 37 0.2017 0.6824 0.9785
 38 0.2080 0.6819 0.9792
 39 0.2143 0.6813 0.9799
 40 0.2203 0.6808 0.9805
 41 0.2263 0.6802 0.9811
 42 0.2321 0.6796 0.9817
 43 0.2378 0.6791 0.9823
 44 0.2434 0.6785 0.9829
 45 0.2490 0.6779 0.9835
 46 0.2544 0.6774 0.9841
 47 0.2597 0.6768 0.9846
 48 0.2650 0.6762 0.9851
 49 0.2702 0.6756 0.9857
 50 0.2753 0.6750 0.9862
 51 0.2803 0.6745 0.9867
 52 0.2853 0.6739 0.9872
 53 0.2902 0.6733 0.9876
 54 0.2950 0.6727 0.9881
 55 0.2998 0.6721 0.9885
 56 0.3046 0.6715 0.9889
 57 0.3093 0.6708 0.9894
 58 0.3139 0.6702 0.9898
 59 0.3185 0.6696 0.9901
 60 0.3231 0.6690 0.9905
 61 0.3276 0.6684 0.9909
 62 0.3321 0.6678 0.9912
 63 0.3365 0.6671 0.9916
 64 0.3409 0.6665 0.9919
 65 0.3452 0.6659 0.9922
 66 0.3495 0.6652 0.9925
 67 0.3538 0.6646 0.9928
 68 0.3581 0.6640 0.9930
 69 0.3623 0.6633 0.9933
 70 0.3665 0.6627 0.9935
 71 0.3706 0.6620 0.9938
 72 0.3748 0.6614 0.9940
 73 0.3789 0.6607 0.9942
 74 0.3829 0.6601 0.9943
 75 0.3870 0.6594 0.9945
 76 0.3910 0.6587 0.9947
 77 0.3950 0.6581 0.9948
 78 0.3989 0.6574 0.9950
 79 0.4029 0.6567 0.9951
 80 0.4068 0.6561 0.9952
 81 0.4107 0.6554 0.9953
 82 0.4145 0.6547 0.9953
 83 0.4184 0.6540 0.9954
 84 0.4222 0.6533 0.9955
 85 0.4260 0.6526 0.9955
