# gbpCode colour map
#    type      = iso
#    hue       = 270 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 067 to 067
  0 0.4260 0.6526 0.9955
  1 0.4373 0.6506 0.9955
  2 0.4484 0.6485 0.9954
  3 0.4593 0.6463 0.9952
  4 0.4701 0.6442 0.9949
  5 0.4807 0.6420 0.9944
  6 0.4912 0.6398 0.9938
  7 0.5015 0.6376 0.9931
  8 0.5117 0.6354 0.9923
  9 0.5217 0.6331 0.9913
 10 0.5316 0.6308 0.9903
 11 0.5414 0.6285 0.9891
 12 0.5511 0.6262 0.9878
 13 0.5607 0.6239 0.9863
 14 0.5701 0.6215 0.9848
 15 0.5794 0.6192 0.9831
 16 0.5886 0.6168 0.9814
 17 0.5977 0.6144 0.9795
 18 0.6067 0.6120 0.9775
 19 0.6156 0.6096 0.9753
 20 0.6243 0.6071 0.9731
 21 0.6330 0.6047 0.9707
 22 0.6415 0.6022 0.9683
 23 0.6500 0.5997 0.9657
 24 0.6583 0.5973 0.9630
 25 0.6665 0.5948 0.9602
 26 0.6746 0.5923 0.9573
 27 0.6826 0.5898 0.9543
 28 0.6905 0.5873 0.9512
 29 0.6983 0.5848 0.9480
 30 0.7060 0.5823 0.9447
 31 0.7136 0.5798 0.9412
 32 0.7211 0.5773 0.9377
 33 0.7284 0.5748 0.9341
 34 0.7357 0.5723 0.9304
 35 0.7428 0.5698 0.9265
 36 0.7499 0.5674 0.9226
 37 0.7568 0.5649 0.9186
 38 0.7636 0.5624 0.9145
 39 0.7704 0.5600 0.9103
 40 0.7770 0.5575 0.9060
 41 0.7835 0.5551 0.9017
 42 0.7899 0.5527 0.8972
 43 0.7961 0.5503 0.8927
 44 0.8023 0.5479 0.8881
 45 0.8084 0.5455 0.8834
 46 0.8143 0.5432 0.8786
 47 0.8202 0.5409 0.8737
 48 0.8259 0.5386 0.8688
 49 0.8315 0.5363 0.8638
 50 0.8370 0.5341 0.8587
 51 0.8424 0.5319 0.8536
 52 0.8476 0.5297 0.8484
 53 0.8528 0.5276 0.8431
 54 0.8578 0.5255 0.8377
 55 0.8628 0.5234 0.8323
 56 0.8676 0.5214 0.8269
 57 0.8723 0.5194 0.8213
 58 0.8768 0.5175 0.8158
 59 0.8813 0.5156 0.8101
 60 0.8856 0.5137 0.8044
 61 0.8899 0.5119 0.7987
 62 0.8940 0.5102 0.7929
 63 0.8980 0.5084 0.7870
 64 0.9019 0.5068 0.7812
 65 0.9056 0.5052 0.7752
 66 0.9093 0.5037 0.7693
 67 0.9128 0.5022 0.7633
 68 0.9162 0.5007 0.7572
 69 0.9195 0.4994 0.7511
 70 0.9226 0.4981 0.7450
 71 0.9257 0.4968 0.7389
 72 0.9286 0.4956 0.7327
 73 0.9315 0.4945 0.7265
 74 0.9341 0.4935 0.7203
 75 0.9367 0.4925 0.7140
 76 0.9392 0.4916 0.7077
 77 0.9415 0.4908 0.7015
 78 0.9438 0.4900 0.6951
 79 0.9459 0.4893 0.6888
 80 0.9479 0.4887 0.6825
 81 0.9497 0.4881 0.6761
 82 0.9515 0.4876 0.6698
 83 0.9531 0.4872 0.6634
 84 0.9546 0.4869 0.6570
 85 0.9560 0.4866 0.6507
 86 0.9573 0.4864 0.6443
 87 0.9585 0.4863 0.6379
 88 0.9596 0.4863 0.6315
 89 0.9605 0.4864 0.6251
 90 0.9613 0.4865 0.6188
 91 0.9620 0.4867 0.6124
 92 0.9626 0.4869 0.6061
 93 0.9631 0.4873 0.5997
 94 0.9635 0.4877 0.5934
 95 0.9638 0.4882 0.5871
 96 0.9639 0.4887 0.5808
 97 0.9639 0.4894 0.5745
 98 0.9639 0.4901 0.5682
 99 0.9637 0.4908 0.5620
100 0.9634 0.4917 0.5558
101 0.9630 0.4926 0.5496
102 0.9625 0.4936 0.5434
103 0.9618 0.4946 0.5372
104 0.9611 0.4957 0.5311
105 0.9603 0.4969 0.5250
106 0.9593 0.4981 0.5190
107 0.9583 0.4994 0.5130
108 0.9571 0.5007 0.5070
109 0.9559 0.5021 0.5010
110 0.9545 0.5036 0.4951
111 0.9530 0.5051 0.4892
112 0.9515 0.5067 0.4834
113 0.9498 0.5083 0.4776
114 0.9481 0.5100 0.4719
115 0.9462 0.5117 0.4662
116 0.9442 0.5135 0.4605
117 0.9422 0.5153 0.4549
118 0.9400 0.5171 0.4493
119 0.9378 0.5190 0.4438
120 0.9354 0.5210 0.4384
121 0.9330 0.5229 0.4330
122 0.9305 0.5249 0.4276
123 0.9279 0.5270 0.4223
124 0.9251 0.5291 0.4171
125 0.9223 0.5312 0.4119
126 0.9195 0.5333 0.4068
127 0.9165 0.5355 0.4018
128 0.9134 0.5377 0.3968
129 0.9103 0.5399 0.3919
130 0.9070 0.5421 0.3870
131 0.9037 0.5444 0.3822
132 0.9003 0.5466 0.3775
133 0.8968 0.5489 0.3729
134 0.8933 0.5513 0.3683
135 0.8896 0.5536 0.3638
136 0.8859 0.5559 0.3594
137 0.8821 0.5583 0.3551
138 0.8783 0.5607 0.3508
139 0.8743 0.5630 0.3466
140 0.8703 0.5654 0.3425
141 0.8662 0.5678 0.3385
142 0.8620 0.5702 0.3346
143 0.8578 0.5726 0.3308
144 0.8535 0.5750 0.3271
145 0.8491 0.5774 0.3234
146 0.8446 0.5798 0.3199
147 0.8401 0.5822 0.3165
148 0.8355 0.5846 0.3131
149 0.8309 0.5870 0.3099
150 0.8262 0.5894 0.3068
151 0.8214 0.5918 0.3037
152 0.8166 0.5942 0.3008
153 0.8117 0.5966 0.2980
154 0.8067 0.5990 0.2954
155 0.8017 0.6014 0.2928
156 0.7966 0.6037 0.2904
157 0.7915 0.6061 0.2880
158 0.7863 0.6084 0.2858
159 0.7810 0.6107 0.2838
160 0.7757 0.6130 0.2818
161 0.7704 0.6153 0.2800
162 0.7650 0.6176 0.2784
163 0.7595 0.6199 0.2768
164 0.7540 0.6221 0.2754
165 0.7484 0.6244 0.2742
166 0.7428 0.6266 0.2731
167 0.7371 0.6288 0.2721
168 0.7314 0.6310 0.2713
169 0.7256 0.6332 0.2706
170 0.7198 0.6353 0.2701
171 0.7140 0.6374 0.2697
172 0.7081 0.6396 0.2695
173 0.7021 0.6416 0.2694
174 0.6961 0.6437 0.2695
175 0.6901 0.6458 0.2697
176 0.6840 0.6478 0.2701
177 0.6779 0.6498 0.2706
178 0.6717 0.6518 0.2713
179 0.6655 0.6538 0.2722
180 0.6593 0.6557 0.2731
