# gbpCode colour map
#    type      = linear
#    hue       = 270 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 000 to 090
  0 0.0000 0.0208 0.2885
  1 0.0000 0.0234 0.2918
  2 0.0000 0.0259 0.2950
  3 0.0000 0.0285 0.2980
  4 0.0000 0.0310 0.3010
  5 0.0000 0.0335 0.3039
  6 0.0000 0.0360 0.3068
  7 0.0000 0.0386 0.3095
  8 0.0000 0.0411 0.3121
  9 0.0000 0.0435 0.3147
 10 0.0000 0.0458 0.3172
 11 0.0000 0.0481 0.3195
 12 0.0000 0.0502 0.3218
 13 0.0000 0.0524 0.3240
 14 0.0000 0.0544 0.3261
 15 0.0000 0.0563 0.3281
 16 0.0000 0.0579 0.3300
 17 0.0000 0.0592 0.3319
 18 0.0000 0.0601 0.3336
 19 0.0000 0.0608 0.3353
 20 0.0000 0.0612 0.3369
 21 0.0000 0.0613 0.3384
 22 0.0000 0.0611 0.3398
 23 0.0000 0.0606 0.3411
 24 0.0079 0.0601 0.3424
 25 0.0326 0.0594 0.3435
 26 0.0563 0.0587 0.3446
 27 0.0754 0.0579 0.3455
 28 0.0919 0.0570 0.3464
 29 0.1067 0.0560 0.3472
 30 0.1203 0.0549 0.3480
 31 0.1330 0.0538 0.3486
 32 0.1451 0.0526 0.3491
 33 0.1566 0.0513 0.3496
 34 0.1676 0.0498 0.3500
 35 0.1782 0.0484 0.3503
 36 0.1886 0.0468 0.3505
 37 0.1986 0.0451 0.3507
 38 0.2084 0.0434 0.3507
 39 0.2179 0.0415 0.3507
 40 0.2273 0.0396 0.3506
 41 0.2365 0.0376 0.3505
 42 0.2455 0.0356 0.3502
 43 0.2543 0.0336 0.3499
 44 0.2630 0.0315 0.3495
 45 0.2715 0.0295 0.3491
 46 0.2800 0.0275 0.3486
 47 0.2883 0.0255 0.3480
 48 0.2964 0.0235 0.3473
 49 0.3045 0.0216 0.3466
 50 0.3125 0.0197 0.3458
 51 0.3203 0.0178 0.3450
 52 0.3281 0.0161 0.3441
 53 0.3357 0.0144 0.3431
 54 0.3433 0.0128 0.3421
 55 0.3507 0.0113 0.3410
 56 0.3581 0.0100 0.3398
 57 0.3653 0.0087 0.3386
 58 0.3725 0.0076 0.3374
 59 0.3796 0.0067 0.3361
 60 0.3866 0.0059 0.3347
 61 0.3935 0.0053 0.3333
 62 0.4004 0.0049 0.3319
 63 0.4071 0.0047 0.3304
 64 0.4138 0.0047 0.3288
 65 0.4203 0.0049 0.3272
 66 0.4268 0.0054 0.3256
 67 0.4332 0.0062 0.3239
 68 0.4395 0.0072 0.3222
 69 0.4457 0.0085 0.3205
 70 0.4519 0.0100 0.3187
 71 0.4579 0.0119 0.3169
 72 0.4639 0.0142 0.3150
 73 0.4698 0.0168 0.3131
 74 0.4756 0.0197 0.3112
 75 0.4813 0.0230 0.3092
 76 0.4870 0.0267 0.3073
 77 0.4925 0.0308 0.3053
 78 0.4980 0.0352 0.3032
 79 0.5034 0.0402 0.3012
 80 0.5087 0.0453 0.2991
 81 0.5139 0.0504 0.2970
 82 0.5190 0.0556 0.2948
 83 0.5240 0.0609 0.2927
 84 0.5290 0.0662 0.2905
 85 0.5339 0.0715 0.2884
 86 0.5387 0.0768 0.2862
 87 0.5434 0.0822 0.2839
 88 0.5480 0.0876 0.2817
 89 0.5525 0.0931 0.2795
 90 0.5569 0.0986 0.2772
 91 0.5613 0.1041 0.2750
 92 0.5655 0.1096 0.2727
 93 0.5697 0.1151 0.2704
 94 0.5738 0.1207 0.2682
 95 0.5778 0.1263 0.2659
 96 0.5817 0.1319 0.2636
 97 0.5856 0.1376 0.2613
 98 0.5893 0.1432 0.2590
 99 0.5930 0.1489 0.2567
100 0.5966 0.1546 0.2544
101 0.6001 0.1603 0.2521
102 0.6035 0.1660 0.2498
103 0.6068 0.1718 0.2475
104 0.6100 0.1775 0.2452
105 0.6131 0.1833 0.2429
106 0.6162 0.1891 0.2407
107 0.6192 0.1949 0.2384
108 0.6221 0.2007 0.2361
109 0.6249 0.2065 0.2339
110 0.6276 0.2124 0.2316
111 0.6302 0.2182 0.2294
112 0.6327 0.2241 0.2272
113 0.6352 0.2300 0.2250
114 0.6376 0.2359 0.2228
115 0.6399 0.2418 0.2207
116 0.6421 0.2477 0.2185
117 0.6442 0.2536 0.2164
118 0.6462 0.2595 0.2143
119 0.6482 0.2654 0.2122
120 0.6500 0.2714 0.2102
121 0.6518 0.2773 0.2081
122 0.6535 0.2832 0.2061
123 0.6552 0.2892 0.2042
124 0.6567 0.2951 0.2022
125 0.6582 0.3011 0.2003
126 0.6595 0.3071 0.1984
127 0.6608 0.3130 0.1966
128 0.6621 0.3190 0.1948
129 0.6632 0.3250 0.1931
130 0.6642 0.3309 0.1914
131 0.6652 0.3369 0.1897
132 0.6661 0.3429 0.1881
133 0.6669 0.3488 0.1866
134 0.6677 0.3548 0.1851
135 0.6683 0.3608 0.1837
136 0.6689 0.3668 0.1823
137 0.6694 0.3727 0.1810
138 0.6699 0.3787 0.1798
139 0.6702 0.3847 0.1787
140 0.6705 0.3906 0.1776
141 0.6707 0.3966 0.1766
142 0.6709 0.4025 0.1757
143 0.6709 0.4085 0.1749
144 0.6709 0.4144 0.1742
145 0.6708 0.4204 0.1736
146 0.6707 0.4263 0.1731
147 0.6704 0.4323 0.1728
148 0.6701 0.4382 0.1725
