# gbpCode colour map
#    type      = iso
#    hue       = 330 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 069 to 069
  0 0.8941 0.5417 0.8458
  1 0.8987 0.5397 0.8402
  2 0.9033 0.5378 0.8346
  3 0.9077 0.5360 0.8289
  4 0.9120 0.5342 0.8231
  5 0.9162 0.5324 0.8173
  6 0.9203 0.5307 0.8114
  7 0.9242 0.5291 0.8055
  8 0.9280 0.5275 0.7996
  9 0.9318 0.5259 0.7936
 10 0.9354 0.5244 0.7876
 11 0.9388 0.5230 0.7815
 12 0.9422 0.5216 0.7754
 13 0.9454 0.5203 0.7692
 14 0.9486 0.5191 0.7631
 15 0.9516 0.5179 0.7569
 16 0.9545 0.5167 0.7506
 17 0.9572 0.5157 0.7444
 18 0.9599 0.5147 0.7381
 19 0.9624 0.5138 0.7318
 20 0.9648 0.5129 0.7255
 21 0.9671 0.5121 0.7191
 22 0.9693 0.5114 0.7127
 23 0.9713 0.5108 0.7064
 24 0.9733 0.5102 0.7000
 25 0.9751 0.5097 0.6936
 26 0.9768 0.5093 0.6872
 27 0.9784 0.5089 0.6808
 28 0.9798 0.5086 0.6744
 29 0.9812 0.5084 0.6679
 30 0.9824 0.5083 0.6615
 31 0.9835 0.5083 0.6551
 32 0.9845 0.5083 0.6487
 33 0.9854 0.5084 0.6423
 34 0.9862 0.5085 0.6358
 35 0.9868 0.5088 0.6295
 36 0.9874 0.5091 0.6231
 37 0.9878 0.5095 0.6167
 38 0.9881 0.5099 0.6103
 39 0.9883 0.5104 0.6040
 40 0.9884 0.5110 0.5976
 41 0.9883 0.5117 0.5913
 42 0.9882 0.5124 0.5850
 43 0.9879 0.5132 0.5788
 44 0.9876 0.5141 0.5725
 45 0.9871 0.5151 0.5663
 46 0.9865 0.5161 0.5601
 47 0.9858 0.5171 0.5539
 48 0.9850 0.5183 0.5478
 49 0.9841 0.5195 0.5417
 50 0.9831 0.5207 0.5356
 51 0.9820 0.5220 0.5296
 52 0.9808 0.5234 0.5236
 53 0.9795 0.5248 0.5176
 54 0.9780 0.5263 0.5117
 55 0.9765 0.5278 0.5058
 56 0.9749 0.5294 0.5000
 57 0.9731 0.5311 0.4942
 58 0.9713 0.5327 0.4884
 59 0.9694 0.5345 0.4827
 60 0.9673 0.5363 0.4771
 61 0.9652 0.5381 0.4715
 62 0.9630 0.5399 0.4659
 63 0.9607 0.5419 0.4604
 64 0.9583 0.5438 0.4550
 65 0.9557 0.5458 0.4496
 66 0.9531 0.5478 0.4443
 67 0.9504 0.5498 0.4390
 68 0.9477 0.5519 0.4338
 69 0.9448 0.5540 0.4286
 70 0.9418 0.5562 0.4235
 71 0.9388 0.5583 0.4185
 72 0.9356 0.5605 0.4136
 73 0.9324 0.5628 0.4087
 74 0.9291 0.5650 0.4039
 75 0.9257 0.5673 0.3991
 76 0.9222 0.5695 0.3944
 77 0.9187 0.5718 0.3899
 78 0.9150 0.5742 0.3853
 79 0.9113 0.5765 0.3809
 80 0.9075 0.5788 0.3765
 81 0.9036 0.5812 0.3722
 82 0.8997 0.5836 0.3681
 83 0.8957 0.5859 0.3639
 84 0.8916 0.5883 0.3599
 85 0.8874 0.5907 0.3560
 86 0.8831 0.5931 0.3521
 87 0.8788 0.5955 0.3484
 88 0.8744 0.5979 0.3447
 89 0.8700 0.6003 0.3412
 90 0.8654 0.6027 0.3377
 91 0.8608 0.6051 0.3344
 92 0.8562 0.6075 0.3311
 93 0.8515 0.6099 0.3280
 94 0.8467 0.6123 0.3250
 95 0.8418 0.6147 0.3220
 96 0.8369 0.6171 0.3192
 97 0.8319 0.6195 0.3165
 98 0.8269 0.6219 0.3140
 99 0.8218 0.6242 0.3115
100 0.8166 0.6266 0.3092
101 0.8114 0.6289 0.3070
102 0.8061 0.6313 0.3049
103 0.8008 0.6336 0.3029
104 0.7954 0.6359 0.3011
105 0.7900 0.6382 0.2994
106 0.7845 0.6405 0.2979
107 0.7789 0.6428 0.2965
108 0.7733 0.6450 0.2952
109 0.7677 0.6472 0.2941
110 0.7620 0.6495 0.2931
111 0.7563 0.6517 0.2922
112 0.7505 0.6539 0.2915
113 0.7446 0.6560 0.2909
114 0.7387 0.6582 0.2905
115 0.7328 0.6603 0.2903
116 0.7268 0.6624 0.2902
117 0.7208 0.6645 0.2902
118 0.7147 0.6666 0.2904
119 0.7086 0.6686 0.2907
120 0.7024 0.6707 0.2912
121 0.6962 0.6727 0.2918
122 0.6900 0.6747 0.2926
123 0.6837 0.6766 0.2936
124 0.6774 0.6786 0.2947
125 0.6710 0.6805 0.2959
126 0.6646 0.6824 0.2973
127 0.6581 0.6843 0.2988
128 0.6517 0.6861 0.3005
129 0.6451 0.6879 0.3023
130 0.6385 0.6898 0.3042
131 0.6319 0.6915 0.3063
132 0.6253 0.6933 0.3086
133 0.6186 0.6950 0.3109
134 0.6118 0.6967 0.3134
135 0.6050 0.6984 0.3161
136 0.5982 0.7001 0.3188
137 0.5914 0.7017 0.3217
138 0.5844 0.7033 0.3247
139 0.5775 0.7049 0.3279
140 0.5705 0.7064 0.3311
141 0.5635 0.7080 0.3345
142 0.5564 0.7095 0.3380
143 0.5492 0.7110 0.3417
144 0.5421 0.7124 0.3454
145 0.5348 0.7138 0.3492
146 0.5276 0.7153 0.3532
147 0.5202 0.7166 0.3572
148 0.5129 0.7180 0.3614
149 0.5054 0.7193 0.3656
150 0.4979 0.7206 0.3700
151 0.4904 0.7219 0.3744
152 0.4828 0.7232 0.3790
153 0.4751 0.7244 0.3836
154 0.4674 0.7256 0.3883
155 0.4596 0.7268 0.3931
156 0.4517 0.7279 0.3980
157 0.4438 0.7291 0.4030
158 0.4357 0.7302 0.4080
159 0.4276 0.7312 0.4132
160 0.4194 0.7323 0.4184
161 0.4111 0.7333 0.4237
162 0.4028 0.7343 0.4290
163 0.3943 0.7353 0.4344
164 0.3857 0.7363 0.4399
165 0.3769 0.7372 0.4455
166 0.3681 0.7381 0.4511
167 0.3591 0.7390 0.4568
168 0.3500 0.7398 0.4625
169 0.3407 0.7407 0.4683
170 0.3312 0.7415 0.4742
171 0.3215 0.7423 0.4801
172 0.3117 0.7430 0.4860
173 0.3016 0.7438 0.4921
174 0.2912 0.7445 0.4981
175 0.2806 0.7452 0.5042
176 0.2697 0.7458 0.5104
177 0.2584 0.7465 0.5166
178 0.2467 0.7471 0.5228
179 0.2346 0.7477 0.5291
180 0.2219 0.7482 0.5354
181 0.2087 0.7488 0.5417
182 0.1946 0.7493 0.5481
183 0.1797 0.7498 0.5545
184 0.1636 0.7503 0.5609
185 0.1460 0.7507 0.5674
186 0.1263 0.7512 0.5739
187 0.1036 0.7516 0.5804
188 0.0757 0.7520 0.5869
189 0.0363 0.7523 0.5935
190 0.0000 0.7526 0.6001
191 0.0000 0.7530 0.6066
192 0.0000 0.7533 0.6132
193 0.0000 0.7535 0.6198
194 0.0000 0.7538 0.6265
195 0.0000 0.7540 0.6331
196 0.0000 0.7542 0.6397
197 0.0000 0.7544 0.6464
198 0.0000 0.7545 0.6530
199 0.0000 0.7546 0.6596
200 0.0000 0.7547 0.6663
201 0.0000 0.7548 0.6729
202 0.0000 0.7549 0.6795
203 0.0000 0.7549 0.6861
204 0.0000 0.7549 0.6927
205 0.0000 0.7549 0.6993
206 0.0000 0.7549 0.7059
207 0.0000 0.7548 0.7125
208 0.0000 0.7547 0.7190
209 0.0000 0.7546 0.7255
210 0.0000 0.7545 0.7320
211 0.0000 0.7543 0.7385
212 0.0000 0.7542 0.7449
213 0.0000 0.7540 0.7513
214 0.0000 0.7537 0.7577
215 0.0000 0.7535 0.7641
216 0.0000 0.7532 0.7704
217 0.0000 0.7529 0.7767
218 0.0000 0.7526 0.7829
219 0.0000 0.7523 0.7891
220 0.0000 0.7519 0.7953
221 0.0000 0.7515 0.8014
222 0.0000 0.7511 0.8074
223 0.0000 0.7506 0.8134
224 0.0000 0.7502 0.8194
225 0.0000 0.7497 0.8253
226 0.0000 0.7491 0.8312
227 0.0000 0.7486 0.8369
228 0.0000 0.7480 0.8427
229 0.0000 0.7474 0.8483
230 0.0000 0.7468 0.8540
231 0.0000 0.7462 0.8595
232 0.0000 0.7455 0.8650
233 0.0000 0.7448 0.8704
234 0.0000 0.7441 0.8757
235 0.0000 0.7433 0.8810
236 0.0000 0.7425 0.8862
237 0.0000 0.7417 0.8913
238 0.0000 0.7409 0.8963
239 0.0000 0.7400 0.9013
240 0.0000 0.7391 0.9061
241 0.0000 0.7382 0.9109
242 0.0000 0.7373 0.9156
