# gbpCode colour map
#    type      = linear
#    hue       = 090 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 000 to 090
  0 0.1177 0.0000 0.0000
  1 0.1237 0.0000 0.0000
  2 0.1294 0.0000 0.0000
  3 0.1349 0.0000 0.0000
  4 0.1401 0.0000 0.0000
  5 0.1451 0.0000 0.0000
  6 0.1499 0.0018 0.0000
  7 0.1545 0.0041 0.0000
  8 0.1590 0.0063 0.0000
  9 0.1633 0.0086 0.0000
 10 0.1674 0.0109 0.0000
 11 0.1715 0.0132 0.0000
 12 0.1754 0.0155 0.0000
 13 0.1792 0.0178 0.0000
 14 0.1829 0.0201 0.0000
 15 0.1866 0.0224 0.0000
 16 0.1905 0.0242 0.0000
 17 0.1946 0.0257 0.0000
 18 0.1988 0.0269 0.0000
 19 0.2033 0.0277 0.0000
 20 0.2079 0.0281 0.0000
 21 0.2127 0.0282 0.0000
 22 0.2176 0.0279 0.0000
 23 0.2226 0.0273 0.0000
 24 0.2277 0.0265 0.0000
 25 0.2329 0.0257 0.0000
 26 0.2381 0.0248 0.0000
 27 0.2434 0.0238 0.0000
 28 0.2488 0.0227 0.0000
 29 0.2542 0.0216 0.0000
 30 0.2596 0.0204 0.0000
 31 0.2651 0.0191 0.0000
 32 0.2707 0.0177 0.0000
 33 0.2762 0.0163 0.0000
 34 0.2818 0.0149 0.0000
 35 0.2874 0.0134 0.0000
 36 0.2930 0.0118 0.0000
 37 0.2987 0.0102 0.0000
 38 0.3044 0.0086 0.0000
 39 0.3100 0.0069 0.0000
 40 0.3157 0.0052 0.0000
 41 0.3214 0.0035 0.0000
 42 0.3271 0.0018 0.0000
 43 0.3328 0.0001 0.0000
 44 0.3385 0.0000 0.0000
 45 0.3442 0.0000 0.0000
 46 0.3499 0.0000 0.0000
 47 0.3555 0.0000 0.0000
 48 0.3612 0.0000 0.0000
 49 0.3668 0.0000 0.0000
 50 0.3725 0.0000 0.0000
 51 0.3781 0.0000 0.0000
 52 0.3837 0.0000 0.0026
 53 0.3892 0.0000 0.0150
 54 0.3948 0.0000 0.0275
 55 0.4003 0.0000 0.0400
 56 0.4058 0.0000 0.0515
 57 0.4112 0.0000 0.0615
 58 0.4166 0.0000 0.0705
 59 0.4220 0.0000 0.0786
 60 0.4274 0.0000 0.0862
 61 0.4327 0.0000 0.0938
 62 0.4379 0.0000 0.1014
 63 0.4430 0.0000 0.1090
 64 0.4481 0.0000 0.1167
 65 0.4530 0.0000 0.1244
 66 0.4579 0.0000 0.1321
 67 0.4628 0.0000 0.1399
 68 0.4675 0.0000 0.1478
 69 0.4722 0.0000 0.1557
 70 0.4767 0.0000 0.1636
 71 0.4812 0.0000 0.1716
 72 0.4856 0.0000 0.1796
 73 0.4899 0.0012 0.1877
 74 0.4941 0.0052 0.1959
 75 0.4982 0.0096 0.2040
 76 0.5022 0.0144 0.2123
 77 0.5061 0.0197 0.2206
 78 0.5100 0.0254 0.2289
 79 0.5137 0.0316 0.2373
 80 0.5173 0.0383 0.2457
 81 0.5208 0.0452 0.2541
 82 0.5242 0.0520 0.2626
 83 0.5276 0.0586 0.2712
 84 0.5308 0.0651 0.2797
 85 0.5339 0.0715 0.2884
 86 0.5369 0.0778 0.2970
 87 0.5398 0.0841 0.3057
 88 0.5425 0.0904 0.3144
 89 0.5452 0.0966 0.3231
 90 0.5478 0.1028 0.3319
 91 0.5502 0.1089 0.3406
 92 0.5525 0.1151 0.3494
 93 0.5548 0.1212 0.3583
 94 0.5569 0.1273 0.3671
 95 0.5589 0.1334 0.3759
 96 0.5607 0.1395 0.3848
 97 0.5625 0.1456 0.3937
 98 0.5641 0.1517 0.4025
 99 0.5656 0.1578 0.4114
100 0.5670 0.1638 0.4203
101 0.5683 0.1699 0.4292
102 0.5695 0.1760 0.4381
103 0.5705 0.1821 0.4470
104 0.5714 0.1882 0.4558
105 0.5722 0.1943 0.4647
106 0.5729 0.2004 0.4736
107 0.5734 0.2065 0.4824
108 0.5738 0.2125 0.4912
109 0.5741 0.2186 0.5000
110 0.5743 0.2247 0.5088
111 0.5743 0.2309 0.5176
112 0.5742 0.2370 0.5263
113 0.5740 0.2431 0.5350
114 0.5737 0.2492 0.5437
115 0.5732 0.2553 0.5524
116 0.5727 0.2614 0.5610
117 0.5719 0.2675 0.5696
118 0.5711 0.2736 0.5781
119 0.5701 0.2797 0.5866
120 0.5690 0.2859 0.5951
121 0.5678 0.2920 0.6035
122 0.5664 0.2981 0.6118
123 0.5650 0.3042 0.6201
124 0.5633 0.3103 0.6284
125 0.5616 0.3164 0.6366
126 0.5597 0.3225 0.6447
127 0.5577 0.3286 0.6528
128 0.5556 0.3347 0.6608
129 0.5534 0.3408 0.6688
130 0.5510 0.3469 0.6767
131 0.5485 0.3530 0.6845
132 0.5458 0.3591 0.6923
133 0.5430 0.3652 0.7000
134 0.5401 0.3713 0.7076
135 0.5371 0.3773 0.7151
136 0.5340 0.3834 0.7226
137 0.5307 0.3895 0.7300
138 0.5272 0.3955 0.7373
139 0.5237 0.4016 0.7445
140 0.5200 0.4076 0.7517
141 0.5162 0.4136 0.7587
142 0.5123 0.4197 0.7657
143 0.5082 0.4257 0.7725
144 0.5040 0.4317 0.7793
145 0.4997 0.4377 0.7860
146 0.4952 0.4437 0.7926
147 0.4906 0.4496 0.7991
148 0.4859 0.4556 0.8055
149 0.4811 0.4615 0.8118
150 0.4761 0.4675 0.8180
151 0.4710 0.4734 0.8241
152 0.4657 0.4793 0.8302
153 0.4603 0.4853 0.8361
154 0.4548 0.4912 0.8419
155 0.4491 0.4970 0.8475
156 0.4433 0.5029 0.8531
157 0.4374 0.5088 0.8586
158 0.4313 0.5146 0.8640
159 0.4251 0.5204 0.8692
160 0.4188 0.5263 0.8744
161 0.4122 0.5321 0.8794
162 0.4056 0.5379 0.8843
163 0.3988 0.5436 0.8892
164 0.3918 0.5494 0.8938
165 0.3847 0.5552 0.8984
166 0.3774 0.5609 0.9029
167 0.3700 0.5666 0.9072
168 0.3624 0.5723 0.9115
169 0.3546 0.5780 0.9156
170 0.3466 0.5837 0.9196
171 0.3384 0.5893 0.9235
172 0.3301 0.5950 0.9272
173 0.3215 0.6006 0.9309
