# gbpCode colour map
#    type      = linear
#    hue       = 060 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 000 to 077
  0 0.1920 0.0000 0.0000
  1 0.1914 0.0000 0.0000
  2 0.1908 0.0000 0.0000
  3 0.1902 0.0000 0.0000
  4 0.1895 0.0000 0.0000
  5 0.1888 0.0000 0.0000
  6 0.1880 0.0000 0.0000
  7 0.1872 0.0000 0.0000
  8 0.1864 0.0000 0.0000
  9 0.1855 0.0000 0.0000
 10 0.1846 0.0000 0.0000
 11 0.1837 0.0000 0.0000
 12 0.1828 0.0000 0.0000
 13 0.1818 0.0017 0.0000
 14 0.1807 0.0088 0.0000
 15 0.1797 0.0159 0.0000
 16 0.1786 0.0230 0.0000
 17 0.1774 0.0301 0.0000
 18 0.1762 0.0372 0.0000
 19 0.1750 0.0442 0.0000
 20 0.1738 0.0506 0.0000
 21 0.1725 0.0565 0.0000
 22 0.1712 0.0620 0.0000
 23 0.1699 0.0671 0.0000
 24 0.1685 0.0720 0.0000
 25 0.1672 0.0766 0.0000
 26 0.1658 0.0810 0.0000
 27 0.1643 0.0853 0.0000
 28 0.1628 0.0894 0.0000
 29 0.1612 0.0936 0.0000
 30 0.1595 0.0976 0.0000
 31 0.1578 0.1017 0.0000
 32 0.1559 0.1057 0.0000
 33 0.1540 0.1096 0.0000
 34 0.1520 0.1135 0.0000
 35 0.1498 0.1174 0.0000
 36 0.1476 0.1213 0.0000
 37 0.1453 0.1251 0.0000
 38 0.1428 0.1290 0.0000
 39 0.1403 0.1328 0.0000
 40 0.1376 0.1365 0.0000
 41 0.1348 0.1403 0.0000
 42 0.1319 0.1440 0.0000
 43 0.1288 0.1478 0.0000
 44 0.1256 0.1515 0.0000
 45 0.1223 0.1552 0.0000
 46 0.1187 0.1588 0.0000
 47 0.1150 0.1625 0.0000
 48 0.1111 0.1661 0.0000
 49 0.1070 0.1698 0.0000
 50 0.1027 0.1734 0.0000
 51 0.0981 0.1770 0.0000
 52 0.0932 0.1806 0.0000
 53 0.0880 0.1842 0.0000
 54 0.0825 0.1878 0.0000
 55 0.0765 0.1914 0.0000
 56 0.0701 0.1949 0.0000
 57 0.0630 0.1985 0.0000
 58 0.0552 0.2020 0.0000
 59 0.0464 0.2055 0.0000
 60 0.0363 0.2091 0.0000
 61 0.0257 0.2126 0.0000
 62 0.0151 0.2161 0.0000
 63 0.0043 0.2196 0.0000
 64 0.0000 0.2231 0.0000
 65 0.0000 0.2266 0.0000
 66 0.0000 0.2301 0.0000
 67 0.0000 0.2335 0.0000
 68 0.0000 0.2370 0.0000
 69 0.0000 0.2405 0.0000
 70 0.0000 0.2439 0.0000
 71 0.0000 0.2474 0.0000
 72 0.0000 0.2508 0.0000
 73 0.0000 0.2542 0.0000
 74 0.0000 0.2576 0.0000
 75 0.0000 0.2611 0.0000
 76 0.0000 0.2645 0.0000
 77 0.0000 0.2679 0.0000
 78 0.0000 0.2713 0.0000
 79 0.0000 0.2747 0.0081
 80 0.0000 0.2780 0.0178
 81 0.0000 0.2814 0.0277
 82 0.0000 0.2848 0.0383
 83 0.0000 0.2881 0.0490
 84 0.0000 0.2915 0.0591
 85 0.0000 0.2948 0.0687
 86 0.0000 0.2982 0.0780
 87 0.0000 0.3015 0.0871
 88 0.0000 0.3049 0.0959
 89 0.0000 0.3082 0.1047
 90 0.0000 0.3115 0.1133
 91 0.0000 0.3149 0.1219
 92 0.0000 0.3182 0.1304
 93 0.0000 0.3215 0.1388
 94 0.0000 0.3248 0.1472
 95 0.0000 0.3281 0.1556
 96 0.0000 0.3314 0.1640
 97 0.0000 0.3347 0.1724
 98 0.0000 0.3380 0.1808
 99 0.0000 0.3413 0.1892
100 0.0000 0.3445 0.1976
101 0.0000 0.3478 0.2060
102 0.0000 0.3511 0.2145
103 0.0000 0.3543 0.2229
104 0.0000 0.3576 0.2314
105 0.0000 0.3608 0.2399
106 0.0000 0.3640 0.2484
107 0.0000 0.3672 0.2569
108 0.0000 0.3704 0.2655
109 0.0000 0.3736 0.2740
110 0.0000 0.3768 0.2826
111 0.0000 0.3800 0.2912
112 0.0000 0.3832 0.2998
113 0.0000 0.3864 0.3085
114 0.0000 0.3895 0.3171
115 0.0000 0.3927 0.3258
116 0.0000 0.3958 0.3345
117 0.0000 0.3989 0.3432
118 0.0000 0.4020 0.3519
119 0.0000 0.4051 0.3606
120 0.0000 0.4082 0.3693
121 0.0000 0.4113 0.3780
122 0.0000 0.4143 0.3868
123 0.0000 0.4174 0.3955
124 0.0000 0.4204 0.4043
125 0.0000 0.4234 0.4130
126 0.0000 0.4264 0.4217
127 0.0000 0.4294 0.4305
128 0.0000 0.4324 0.4392
129 0.0000 0.4353 0.4479
130 0.0000 0.4383 0.4566
131 0.0000 0.4412 0.4653
132 0.0000 0.4441 0.4740
133 0.0000 0.4470 0.4826
134 0.0000 0.4499 0.4912
135 0.0000 0.4527 0.4999
136 0.0000 0.4556 0.5085
137 0.0000 0.4584 0.5170
138 0.0000 0.4612 0.5256
139 0.0000 0.4639 0.5341
140 0.0000 0.4667 0.5426
141 0.0000 0.4694 0.5510
142 0.0000 0.4721 0.5594
143 0.0000 0.4748 0.5678
144 0.0000 0.4775 0.5761
145 0.0000 0.4802 0.5844
146 0.0000 0.4828 0.5927
147 0.0000 0.4854 0.6009
148 0.0000 0.4880 0.6090
149 0.0000 0.4905 0.6171
150 0.0000 0.4930 0.6252
151 0.0000 0.4955 0.6332
152 0.0000 0.4980 0.6411
153 0.0000 0.5005 0.6490
154 0.0000 0.5029 0.6568
155 0.0000 0.5053 0.6646
156 0.0000 0.5077 0.6723
157 0.0000 0.5100 0.6799
158 0.0000 0.5124 0.6874
159 0.0000 0.5146 0.6949
160 0.0000 0.5169 0.7023
161 0.0000 0.5191 0.7097
162 0.0000 0.5214 0.7169
163 0.0000 0.5235 0.7241
164 0.0000 0.5257 0.7312
165 0.0000 0.5278 0.7383
166 0.0000 0.5299 0.7452
167 0.0000 0.5319 0.7520
168 0.0000 0.5340 0.7588
169 0.0000 0.5360 0.7655
170 0.0000 0.5379 0.7721
171 0.0000 0.5399 0.7786
