# gbpCode colour map
#    type      = linear
#    hue       = 000 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 000 to 090
  0 0.2229 0.0000 0.0121
  1 0.2245 0.0000 0.0262
  2 0.2261 0.0000 0.0403
  3 0.2277 0.0000 0.0530
  4 0.2294 0.0000 0.0638
  5 0.2312 0.0000 0.0735
  6 0.2330 0.0000 0.0822
  7 0.2348 0.0000 0.0902
  8 0.2366 0.0000 0.0976
  9 0.2385 0.0000 0.1045
 10 0.2403 0.0000 0.1113
 11 0.2421 0.0000 0.1182
 12 0.2439 0.0000 0.1251
 13 0.2456 0.0000 0.1322
 14 0.2472 0.0000 0.1393
 15 0.2487 0.0000 0.1465
 16 0.2502 0.0000 0.1537
 17 0.2516 0.0000 0.1610
 18 0.2530 0.0000 0.1684
 19 0.2543 0.0000 0.1757
 20 0.2554 0.0000 0.1832
 21 0.2566 0.0000 0.1906
 22 0.2576 0.0000 0.1981
 23 0.2586 0.0000 0.2056
 24 0.2594 0.0000 0.2131
 25 0.2601 0.0000 0.2206
 26 0.2607 0.0000 0.2281
 27 0.2611 0.0000 0.2356
 28 0.2614 0.0000 0.2431
 29 0.2616 0.0000 0.2507
 30 0.2616 0.0000 0.2582
 31 0.2615 0.0000 0.2656
 32 0.2613 0.0000 0.2731
 33 0.2609 0.0000 0.2806
 34 0.2604 0.0000 0.2880
 35 0.2597 0.0000 0.2954
 36 0.2589 0.0000 0.3028
 37 0.2579 0.0000 0.3102
 38 0.2568 0.0000 0.3175
 39 0.2556 0.0009 0.3248
 40 0.2541 0.0100 0.3321
 41 0.2526 0.0195 0.3393
 42 0.2508 0.0295 0.3465
 43 0.2489 0.0398 0.3537
 44 0.2469 0.0498 0.3608
 45 0.2446 0.0589 0.3678
 46 0.2422 0.0674 0.3748
 47 0.2396 0.0754 0.3818
 48 0.2368 0.0830 0.3887
 49 0.2339 0.0904 0.3955
 50 0.2307 0.0974 0.4023
 51 0.2274 0.1043 0.4090
 52 0.2238 0.1110 0.4157
 53 0.2200 0.1175 0.4223
 54 0.2160 0.1239 0.4288
 55 0.2118 0.1301 0.4353
 56 0.2073 0.1363 0.4417
 57 0.2025 0.1424 0.4480
 58 0.1975 0.1483 0.4542
 59 0.1922 0.1542 0.4604
 60 0.1865 0.1600 0.4665
 61 0.1805 0.1658 0.4725
 62 0.1742 0.1714 0.4784
 63 0.1674 0.1771 0.4843
 64 0.1602 0.1826 0.4901
 65 0.1525 0.1882 0.4957
 66 0.1442 0.1937 0.5013
 67 0.1353 0.1991 0.5068
 68 0.1255 0.2045 0.5123
 69 0.1148 0.2098 0.5176
 70 0.1029 0.2152 0.5228
 71 0.0893 0.2205 0.5280
 72 0.0736 0.2257 0.5330
 73 0.0543 0.2309 0.5380
 74 0.0290 0.2361 0.5428
 75 0.0018 0.2413 0.5476
 76 0.0000 0.2465 0.5522
 77 0.0000 0.2516 0.5568
 78 0.0000 0.2567 0.5612
 79 0.0000 0.2617 0.5656
 80 0.0000 0.2668 0.5698
 81 0.0000 0.2718 0.5740
 82 0.0000 0.2768 0.5780
 83 0.0000 0.2818 0.5820
 84 0.0000 0.2868 0.5858
 85 0.0000 0.2917 0.5895
 86 0.0000 0.2966 0.5932
 87 0.0000 0.3015 0.5967
 88 0.0000 0.3064 0.6001
 89 0.0000 0.3113 0.6034
 90 0.0000 0.3161 0.6066
 91 0.0000 0.3210 0.6097
 92 0.0000 0.3258 0.6127
 93 0.0000 0.3306 0.6155
 94 0.0000 0.3354 0.6183
 95 0.0000 0.3401 0.6210
 96 0.0000 0.3449 0.6235
 97 0.0000 0.3496 0.6260
 98 0.0000 0.3543 0.6283
 99 0.0000 0.3590 0.6305
100 0.0000 0.3637 0.6326
101 0.0000 0.3684 0.6346
102 0.0000 0.3731 0.6365
103 0.0000 0.3777 0.6383
104 0.0000 0.3824 0.6400
105 0.0000 0.3870 0.6416
106 0.0000 0.3916 0.6431
107 0.0000 0.3962 0.6444
108 0.0000 0.4008 0.6457
109 0.0000 0.4053 0.6469
110 0.0000 0.4099 0.6479
111 0.0000 0.4144 0.6489
112 0.0000 0.4190 0.6497
113 0.0000 0.4235 0.6505
114 0.0000 0.4280 0.6511
115 0.0000 0.4325 0.6517
116 0.0000 0.4370 0.6521
117 0.0000 0.4414 0.6525
118 0.0000 0.4459 0.6527
119 0.0000 0.4503 0.6529
120 0.0000 0.4547 0.6530
121 0.0000 0.4592 0.6529
122 0.0000 0.4636 0.6528
123 0.0000 0.4680 0.6526
124 0.0000 0.4723 0.6523
125 0.0000 0.4767 0.6519
126 0.0000 0.4811 0.6514
127 0.0000 0.4854 0.6508
128 0.0000 0.4897 0.6501
129 0.0000 0.4940 0.6494
130 0.0000 0.4983 0.6486
131 0.0000 0.5026 0.6477
132 0.0000 0.5069 0.6467
133 0.0000 0.5112 0.6456
134 0.0000 0.5154 0.6444
135 0.0000 0.5197 0.6432
136 0.0000 0.5239 0.6419
137 0.0000 0.5281 0.6405
138 0.0000 0.5323 0.6391
139 0.0000 0.5365 0.6376
140 0.0000 0.5407 0.6360
141 0.0000 0.5449 0.6343
142 0.0000 0.5490 0.6326
143 0.0000 0.5532 0.6308
144 0.0000 0.5573 0.6290
145 0.0000 0.5614 0.6271
146 0.0000 0.5655 0.6251
147 0.0000 0.5696 0.6231
148 0.0000 0.5737 0.6210
149 0.0000 0.5777 0.6189
