# gbpCode colour map
#    type      = linear
#    hue       = 030 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 000 to 094
  0 0.2229 0.0000 0.0000
  1 0.2254 0.0000 0.0000
  2 0.2280 0.0000 0.0000
  3 0.2307 0.0000 0.0000
  4 0.2335 0.0000 0.0000
  5 0.2364 0.0000 0.0000
  6 0.2394 0.0000 0.0000
  7 0.2425 0.0000 0.0000
  8 0.2457 0.0000 0.0000
  9 0.2490 0.0000 0.0000
 10 0.2523 0.0000 0.0000
 11 0.2557 0.0000 0.0000
 12 0.2591 0.0000 0.0000
 13 0.2627 0.0000 0.0000
 14 0.2662 0.0000 0.0000
 15 0.2698 0.0000 0.0000
 16 0.2735 0.0000 0.0000
 17 0.2772 0.0000 0.0061
 18 0.2809 0.0000 0.0206
 19 0.2847 0.0000 0.0351
 20 0.2885 0.0000 0.0490
 21 0.2923 0.0000 0.0608
 22 0.2961 0.0000 0.0711
 23 0.2999 0.0000 0.0804
 24 0.3037 0.0000 0.0888
 25 0.3074 0.0000 0.0966
 26 0.3111 0.0000 0.1039
 27 0.3147 0.0000 0.1112
 28 0.3182 0.0000 0.1186
 29 0.3216 0.0000 0.1261
 30 0.3250 0.0000 0.1336
 31 0.3282 0.0000 0.1412
 32 0.3313 0.0000 0.1488
 33 0.3343 0.0000 0.1565
 34 0.3372 0.0000 0.1643
 35 0.3400 0.0000 0.1721
 36 0.3427 0.0000 0.1800
 37 0.3453 0.0000 0.1879
 38 0.3478 0.0000 0.1958
 39 0.3501 0.0000 0.2038
 40 0.3524 0.0000 0.2118
 41 0.3545 0.0000 0.2199
 42 0.3565 0.0000 0.2279
 43 0.3584 0.0000 0.2360
 44 0.3602 0.0000 0.2442
 45 0.3619 0.0000 0.2523
 46 0.3634 0.0000 0.2605
 47 0.3648 0.0000 0.2686
 48 0.3661 0.0000 0.2768
 49 0.3673 0.0000 0.2850
 50 0.3684 0.0000 0.2932
 51 0.3693 0.0000 0.3014
 52 0.3701 0.0000 0.3096
 53 0.3708 0.0000 0.3178
 54 0.3714 0.0000 0.3259
 55 0.3718 0.0031 0.3341
 56 0.3721 0.0145 0.3423
 57 0.3723 0.0265 0.3504
 58 0.3723 0.0390 0.3586
 59 0.3722 0.0511 0.3667
 60 0.3720 0.0619 0.3748
 61 0.3716 0.0719 0.3828
 62 0.3711 0.0812 0.3909
 63 0.3705 0.0900 0.3989
 64 0.3698 0.0984 0.4068
 65 0.3689 0.1065 0.4148
 66 0.3678 0.1144 0.4227
 67 0.3666 0.1220 0.4305
 68 0.3653 0.1294 0.4384
 69 0.3639 0.1367 0.4461
 70 0.3622 0.1438 0.4539
 71 0.3605 0.1508 0.4615
 72 0.3586 0.1577 0.4692
 73 0.3566 0.1645 0.4768
 74 0.3544 0.1712 0.4843
 75 0.3520 0.1778 0.4917
 76 0.3495 0.1843 0.4991
 77 0.3469 0.1908 0.5065
 78 0.3441 0.1972 0.5138
 79 0.3411 0.2036 0.5210
 80 0.3380 0.2098 0.5281
 81 0.3347 0.2161 0.5352
 82 0.3313 0.2223 0.5422
 83 0.3277 0.2284 0.5491
 84 0.3239 0.2346 0.5560
 85 0.3199 0.2406 0.5628
 86 0.3157 0.2467 0.5695
 87 0.3114 0.2527 0.5761
 88 0.3069 0.2587 0.5826
 89 0.3022 0.2646 0.5891
 90 0.2973 0.2705 0.5954
 91 0.2921 0.2764 0.6017
 92 0.2868 0.2823 0.6079
 93 0.2812 0.2881 0.6140
 94 0.2754 0.2939 0.6200
 95 0.2694 0.2997 0.6259
 96 0.2631 0.3055 0.6317
 97 0.2565 0.3112 0.6375
 98 0.2496 0.3169 0.6431
 99 0.2425 0.3226 0.6486
100 0.2350 0.3283 0.6540
101 0.2271 0.3339 0.6594
102 0.2188 0.3395 0.6646
103 0.2101 0.3452 0.6697
104 0.2009 0.3507 0.6747
105 0.1912 0.3563 0.6797
106 0.1808 0.3619 0.6845
107 0.1697 0.3674 0.6892
108 0.1578 0.3729 0.6938
109 0.1447 0.3784 0.6983
110 0.1304 0.3839 0.7027
111 0.1143 0.3894 0.7069
112 0.0956 0.3948 0.7111
113 0.0731 0.4002 0.7152
114 0.0429 0.4056 0.7191
115 0.0042 0.4110 0.7229
116 0.0000 0.4164 0.7267
117 0.0000 0.4218 0.7303
118 0.0000 0.4271 0.7338
119 0.0000 0.4324 0.7371
120 0.0000 0.4378 0.7404
121 0.0000 0.4431 0.7436
122 0.0000 0.4483 0.7466
123 0.0000 0.4536 0.7496
124 0.0000 0.4588 0.7524
125 0.0000 0.4641 0.7551
126 0.0000 0.4693 0.7577
127 0.0000 0.4745 0.7602
128 0.0000 0.4797 0.7626
129 0.0000 0.4848 0.7648
130 0.0000 0.4900 0.7670
131 0.0000 0.4951 0.7690
132 0.0000 0.5003 0.7709
133 0.0000 0.5054 0.7727
134 0.0000 0.5105 0.7744
135 0.0000 0.5155 0.7760
136 0.0000 0.5206 0.7775
137 0.0000 0.5257 0.7789
138 0.0000 0.5307 0.7802
139 0.0000 0.5357 0.7813
140 0.0000 0.5407 0.7824
141 0.0000 0.5457 0.7834
142 0.0000 0.5507 0.7842
143 0.0000 0.5556 0.7849
144 0.0000 0.5606 0.7856
145 0.0000 0.5655 0.7861
146 0.0000 0.5704 0.7865
147 0.0000 0.5753 0.7869
148 0.0000 0.5802 0.7871
149 0.0000 0.5851 0.7873
150 0.0000 0.5899 0.7873
151 0.0000 0.5947 0.7872
152 0.0000 0.5996 0.7871
153 0.0000 0.6044 0.7868
154 0.0000 0.6092 0.7865
155 0.0000 0.6139 0.7861
156 0.0000 0.6187 0.7856
157 0.0000 0.6234 0.7850
158 0.0000 0.6282 0.7843
159 0.0000 0.6329 0.7835
160 0.0000 0.6376 0.7826
161 0.0000 0.6423 0.7817
162 0.0000 0.6469 0.7806
163 0.0000 0.6516 0.7795
164 0.0000 0.6562 0.7784
165 0.0000 0.6609 0.7771
166 0.0000 0.6655 0.7758
167 0.0000 0.6701 0.7743
168 0.0000 0.6746 0.7729
169 0.0000 0.6792 0.7713
170 0.0000 0.6837 0.7697
171 0.0000 0.6882 0.7680
172 0.0000 0.6928 0.7663
173 0.0000 0.6972 0.7645
174 0.0000 0.7017 0.7626
175 0.0000 0.7062 0.7606
176 0.0000 0.7106 0.7587
177 0.0000 0.7150 0.7566
178 0.0000 0.7195 0.7545
179 0.0000 0.7238 0.7524
180 0.0000 0.7282 0.7502
181 0.0000 0.7326 0.7479
182 0.0000 0.7369 0.7456
183 0.0000 0.7412 0.7433
184 0.0000 0.7455 0.7409
185 0.0000 0.7498 0.7385
186 0.0000 0.7541 0.7360
187 0.0000 0.7583 0.7335
188 0.0000 0.7625 0.7310
189 0.0000 0.7667 0.7284
190 0.0000 0.7709 0.7258
191 0.0000 0.7751 0.7232
192 0.0000 0.7792 0.7206
193 0.0000 0.7834 0.7179
194 0.0000 0.7875 0.7152
195 0.0000 0.7916 0.7125
196 0.0000 0.7956 0.7098
197 0.0000 0.7997 0.7070
198 0.0000 0.8037 0.7043
199 0.0000 0.8077 0.7015
200 0.0000 0.8117 0.6987
201 0.0201 0.8157 0.6959
202 0.0791 0.8196 0.6932
