# gbpCode colour map
#    type      = iso
#    hue       = 120 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 067 to 067
  0 0.5371 0.6871 0.3163
  1 0.5300 0.6886 0.3199
  2 0.5229 0.6900 0.3236
  3 0.5157 0.6914 0.3274
  4 0.5085 0.6928 0.3314
  5 0.5012 0.6942 0.3354
  6 0.4938 0.6955 0.3395
  7 0.4864 0.6969 0.3438
  8 0.4790 0.6982 0.3481
  9 0.4714 0.6994 0.3525
 10 0.4638 0.7007 0.3570
 11 0.4562 0.7019 0.3616
 12 0.4484 0.7031 0.3663
 13 0.4406 0.7043 0.3711
 14 0.4328 0.7054 0.3760
 15 0.4248 0.7065 0.3809
 16 0.4167 0.7076 0.3859
 17 0.4086 0.7087 0.3910
 18 0.4004 0.7097 0.3962
 19 0.3920 0.7108 0.4015
 20 0.3836 0.7118 0.4068
 21 0.3750 0.7127 0.4122
 22 0.3663 0.7137 0.4176
 23 0.3575 0.7146 0.4232
 24 0.3485 0.7155 0.4287
 25 0.3394 0.7164 0.4344
 26 0.3301 0.7172 0.4401
 27 0.3206 0.7181 0.4459
 28 0.3109 0.7189 0.4517
 29 0.3010 0.7196 0.4575
 30 0.2909 0.7204 0.4635
 31 0.2804 0.7211 0.4694
 32 0.2697 0.7218 0.4755
 33 0.2586 0.7225 0.4815
 34 0.2472 0.7232 0.4876
 35 0.2353 0.7238 0.4938
 36 0.2229 0.7244 0.5000
 37 0.2099 0.7250 0.5062
 38 0.1961 0.7256 0.5125
 39 0.1815 0.7261 0.5188
 40 0.1658 0.7267 0.5251
 41 0.1487 0.7272 0.5315
 42 0.1297 0.7276 0.5379
 43 0.1079 0.7281 0.5443
 44 0.0815 0.7285 0.5507
 45 0.0457 0.7289 0.5572
 46 0.0000 0.7293 0.5637
 47 0.0000 0.7297 0.5702
 48 0.0000 0.7300 0.5767
 49 0.0000 0.7303 0.5833
 50 0.0000 0.7306 0.5898
 51 0.0000 0.7309 0.5964
 52 0.0000 0.7311 0.6030
 53 0.0000 0.7314 0.6096
 54 0.0000 0.7316 0.6162
 55 0.0000 0.7317 0.6228
 56 0.0000 0.7319 0.6294
 57 0.0000 0.7320 0.6359
 58 0.0000 0.7322 0.6425
 59 0.0000 0.7322 0.6491
 60 0.0000 0.7323 0.6557
 61 0.0000 0.7323 0.6623
 62 0.0000 0.7324 0.6689
 63 0.0000 0.7324 0.6754
