# gbpCode colour map
#    type      = linear
#    hue       = 210 degrees
#    radius    = 001 degrees
#    chroma    = 050
#    luminance = 000 to 083
  0 0.0000 0.1061 0.1530
  1 0.0000 0.1076 0.1612
  2 0.0000 0.1091 0.1693
  3 0.0000 0.1105 0.1775
  4 0.0000 0.1119 0.1856
  5 0.0000 0.1132 0.1937
  6 0.0000 0.1146 0.2017
  7 0.0000 0.1158 0.2097
  8 0.0000 0.1171 0.2176
  9 0.0000 0.1183 0.2255
 10 0.0000 0.1195 0.2333
 11 0.0000 0.1206 0.2410
 12 0.0000 0.1218 0.2487
 13 0.0000 0.1229 0.2563
 14 0.0000 0.1239 0.2638
 15 0.0000 0.1250 0.2712
 16 0.0000 0.1260 0.2785
 17 0.0000 0.1270 0.2857
 18 0.0000 0.1280 0.2927
 19 0.0000 0.1289 0.2997
 20 0.0000 0.1299 0.3066
 21 0.0000 0.1308 0.3133
 22 0.0000 0.1317 0.3200
 23 0.0000 0.1325 0.3264
 24 0.0000 0.1334 0.3328
 25 0.0000 0.1342 0.3390
 26 0.0000 0.1351 0.3451
 27 0.0000 0.1361 0.3511
 28 0.0000 0.1371 0.3568
 29 0.0000 0.1382 0.3625
 30 0.0000 0.1394 0.3680
 31 0.0000 0.1407 0.3733
 32 0.0000 0.1420 0.3784
 33 0.0000 0.1434 0.3834
 34 0.0000 0.1448 0.3883
 35 0.0000 0.1461 0.3930
 36 0.0000 0.1473 0.3975
 37 0.0000 0.1484 0.4018
 38 0.0000 0.1494 0.4060
 39 0.0000 0.1504 0.4100
 40 0.0000 0.1513 0.4138
 41 0.0000 0.1521 0.4175
 42 0.0000 0.1528 0.4210
 43 0.0000 0.1534 0.4243
 44 0.0000 0.1539 0.4274
 45 0.0000 0.1544 0.4303
 46 0.0000 0.1547 0.4331
 47 0.0000 0.1550 0.4357
 48 0.0000 0.1552 0.4381
 49 0.0000 0.1553 0.4404
 50 0.0000 0.1553 0.4425
 51 0.0000 0.1552 0.4443
 52 0.0000 0.1550 0.4461
 53 0.0000 0.1547 0.4476
 54 0.0000 0.1544 0.4489
 55 0.0107 0.1539 0.4501
 56 0.0541 0.1534 0.4511
 57 0.0859 0.1528 0.4520
 58 0.1108 0.1521 0.4526
 59 0.1322 0.1513 0.4531
 60 0.1513 0.1504 0.4534
 61 0.1688 0.1495 0.4536
 62 0.1851 0.1485 0.4536
 63 0.2005 0.1474 0.4534
 64 0.2151 0.1462 0.4531
 65 0.2291 0.1450 0.4526
 66 0.2426 0.1437 0.4519
 67 0.2556 0.1423 0.4511
 68 0.2682 0.1409 0.4501
 69 0.2804 0.1394 0.4490
 70 0.2923 0.1379 0.4478
 71 0.3039 0.1363 0.4464
 72 0.3152 0.1347 0.4448
 73 0.3263 0.1331 0.4431
 74 0.3371 0.1314 0.4413
 75 0.3476 0.1298 0.4393
 76 0.3580 0.1281 0.4372
 77 0.3681 0.1264 0.4350
 78 0.3780 0.1247 0.4327
 79 0.3878 0.1231 0.4302
 80 0.3973 0.1215 0.4277
 81 0.4066 0.1199 0.4250
 82 0.4158 0.1184 0.4222
 83 0.4247 0.1169 0.4192
 84 0.4335 0.1156 0.4162
 85 0.4421 0.1143 0.4131
 86 0.4506 0.1132 0.4099
 87 0.4588 0.1122 0.4066
 88 0.4669 0.1113 0.4032
 89 0.4748 0.1106 0.3998
 90 0.4825 0.1101 0.3962
 91 0.4901 0.1098 0.3926
 92 0.4975 0.1096 0.3889
 93 0.5047 0.1097 0.3851
 94 0.5118 0.1101 0.3813
 95 0.5187 0.1107 0.3774
 96 0.5254 0.1115 0.3734
 97 0.5320 0.1126 0.3694
 98 0.5383 0.1140 0.3653
 99 0.5446 0.1156 0.3612
100 0.5506 0.1176 0.3570
101 0.5565 0.1197 0.3528
102 0.5622 0.1222 0.3486
103 0.5678 0.1249 0.3443
104 0.5732 0.1279 0.3400
105 0.5784 0.1311 0.3357
106 0.5834 0.1345 0.3313
107 0.5883 0.1382 0.3269
108 0.5930 0.1421 0.3225
109 0.5976 0.1462 0.3181
110 0.6020 0.1505 0.3137
111 0.6062 0.1549 0.3092
112 0.6103 0.1596 0.3048
113 0.6142 0.1644 0.3004
114 0.6179 0.1694 0.2959
115 0.6215 0.1745 0.2915
116 0.6249 0.1797 0.2870
117 0.6281 0.1851 0.2826
118 0.6312 0.1905 0.2782
119 0.6342 0.1961 0.2737
120 0.6369 0.2018 0.2694
121 0.6395 0.2076 0.2650
122 0.6420 0.2135 0.2606
123 0.6443 0.2194 0.2563
124 0.6464 0.2254 0.2519
125 0.6484 0.2315 0.2476
126 0.6502 0.2376 0.2434
127 0.6518 0.2438 0.2391
128 0.6534 0.2500 0.2349
129 0.6547 0.2563 0.2308
130 0.6559 0.2626 0.2266
131 0.6570 0.2690 0.2225
132 0.6579 0.2753 0.2185
133 0.6586 0.2818 0.2145
134 0.6592 0.2882 0.2105
135 0.6597 0.2947 0.2066
136 0.6600 0.3011 0.2028
137 0.6602 0.3076 0.1990
138 0.6602 0.3141 0.1952
139 0.6601 0.3207 0.1916
140 0.6599 0.3272 0.1880
141 0.6595 0.3337 0.1844
142 0.6590 0.3402 0.1810
143 0.6583 0.3468 0.1776
144 0.6575 0.3533 0.1744
145 0.6566 0.3598 0.1712
146 0.6555 0.3664 0.1681
147 0.6544 0.3729 0.1652
148 0.6530 0.3794 0.1624
149 0.6516 0.3859 0.1597
150 0.6500 0.3924 0.1571
151 0.6483 0.3989 0.1547
152 0.6465 0.4053 0.1525
153 0.6446 0.4118 0.1504
154 0.6425 0.4182 0.1485
155 0.6404 0.4246 0.1468
156 0.6381 0.4310 0.1453
157 0.6356 0.4374 0.1440
158 0.6331 0.4438 0.1430
159 0.6305 0.4501 0.1422
160 0.6277 0.4564 0.1417
161 0.6249 0.4627 0.1415
162 0.6219 0.4690 0.1415
163 0.6188 0.4752 0.1418
164 0.6156 0.4814 0.1424
165 0.6123 0.4876 0.1433
166 0.6089 0.4938 0.1445
167 0.6054 0.4999 0.1461
168 0.6018 0.5060 0.1479
169 0.5981 0.5121 0.1501
170 0.5943 0.5182 0.1526
171 0.5904 0.5242 0.1554
172 0.5864 0.5302 0.1585
173 0.5823 0.5362 0.1620
174 0.5780 0.5421 0.1657
175 0.5737 0.5480 0.1698
176 0.5693 0.5539 0.1741
177 0.5648 0.5598 0.1787
178 0.5602 0.5656 0.1836
179 0.5555 0.5714 0.1888
180 0.5508 0.5771 0.1943
181 0.5459 0.5828 0.2000
182 0.5409 0.5885 0.2059
183 0.5358 0.5942 0.2121
184 0.5307 0.5998 0.2186
185 0.5254 0.6054 0.2252
186 0.5200 0.6110 0.2321
187 0.5146 0.6165 0.2392
188 0.5090 0.6220 0.2465
189 0.5033 0.6274 0.2540
190 0.4976 0.6329 0.2617
191 0.4917 0.6383 0.2696
192 0.4858 0.6436 0.2777
193 0.4797 0.6490 0.2860
194 0.4735 0.6543 0.2945
195 0.4672 0.6595 0.3031
196 0.4608 0.6647 0.3119
197 0.4543 0.6699 0.3209
198 0.4477 0.6751 0.3300
199 0.4410 0.6802 0.3393
200 0.4341 0.6853 0.3487
201 0.4271 0.6904 0.3583
202 0.4200 0.6954 0.3681
203 0.4127 0.7004 0.3780
204 0.4053 0.7054 0.3880
205 0.3978 0.7103 0.3982
206 0.3901 0.7152 0.4085
207 0.3823 0.7200 0.4189
208 0.3743 0.7249 0.4295
209 0.3661 0.7297 0.4401
210 0.3578 0.7344 0.4510
211 0.3492 0.7391 0.4619
212 0.3405 0.7438 0.4729
213 0.3316 0.7485 0.4841
214 0.3224 0.7531 0.4953
215 0.3130 0.7577 0.5067
216 0.3034 0.7622 0.5181
217 0.2935 0.7667 0.5297
218 0.2833 0.7712 0.5413
219 0.2728 0.7756 0.5531
220 0.2620 0.7800 0.5649
221 0.2507 0.7844 0.5768
222 0.2391 0.7887 0.5888
223 0.2270 0.7930 0.6008
224 0.2144 0.7973 0.6129
225 0.2011 0.8015 0.6251
226 0.1872 0.8056 0.6373
227 0.1724 0.8098 0.6496
228 0.1566 0.8139 0.6619
229 0.1394 0.8180 0.6743
230 0.1204 0.8220 0.6867
231 0.0987 0.8260 0.6992
232 0.0728 0.8299 0.7117
233 0.0378 0.8338 0.7242
234 0.0000 0.8377 0.7367
235 0.0000 0.8415 0.7493
236 0.0000 0.8453 0.7618
237 0.0000 0.8490 0.7744
238 0.0000 0.8527 0.7870
239 0.0000 0.8564 0.7995
240 0.0000 0.8600 0.8121
241 0.0000 0.8636 0.8246
242 0.0000 0.8671 0.8371
243 0.0000 0.8706 0.8496
244 0.0000 0.8740 0.8621
245 0.0000 0.8774 0.8745
246 0.0000 0.8807 0.8869
247 0.0000 0.8840 0.8993
248 0.0000 0.8873 0.9115
249 0.0000 0.8905 0.9238
250 0.0000 0.8936 0.9359
251 0.0000 0.8967 0.9480
252 0.0000 0.8998 0.9601
253 0.0000 0.9028 0.9720
254 0.0000 0.9058 0.9839
255 0.0000 0.9087 0.9956
