# gbpCode colour map
#    type      = iso
#    hue       = 090 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 067 to 067
  0 0.7198 0.6353 0.2701
  1 0.7159 0.6367 0.2698
  2 0.7120 0.6382 0.2696
  3 0.7081 0.6396 0.2695
  4 0.7041 0.6410 0.2694
  5 0.7001 0.6423 0.2694
  6 0.6961 0.6437 0.2695
  7 0.6921 0.6451 0.2696
  8 0.6881 0.6465 0.2698
  9 0.6840 0.6478 0.2701
 10 0.6799 0.6491 0.2704
 11 0.6758 0.6505 0.2708
 12 0.6717 0.6518 0.2713
 13 0.6676 0.6531 0.2719
 14 0.6634 0.6544 0.2725
 15 0.6593 0.6557 0.2731
 16 0.6551 0.6570 0.2739
 17 0.6509 0.6583 0.2747
 18 0.6466 0.6595 0.2756
 19 0.6424 0.6608 0.2765
 20 0.6381 0.6620 0.2775
 21 0.6338 0.6632 0.2786
 22 0.6295 0.6645 0.2797
 23 0.6252 0.6657 0.2809
 24 0.6209 0.6669 0.2822
 25 0.6165 0.6681 0.2835
 26 0.6121 0.6692 0.2849
 27 0.6077 0.6704 0.2864
 28 0.6033 0.6716 0.2879
 29 0.5989 0.6727 0.2894
 30 0.5944 0.6738 0.2911
 31 0.5899 0.6750 0.2928
 32 0.5855 0.6761 0.2945
 33 0.5809 0.6772 0.2963
 34 0.5764 0.6783 0.2982
 35 0.5719 0.6793 0.3001
 36 0.5673 0.6804 0.3021
 37 0.5627 0.6815 0.3042
 38 0.5581 0.6825 0.3062
 39 0.5535 0.6835 0.3084
 40 0.5488 0.6846 0.3106
 41 0.5442 0.6856 0.3129
 42 0.5395 0.6866 0.3152
 43 0.5348 0.6876 0.3175
 44 0.5300 0.6886 0.3199
 45 0.5253 0.6895 0.3224
 46 0.5205 0.6905 0.3249
 47 0.5157 0.6914 0.3274
 48 0.5109 0.6924 0.3301
 49 0.5060 0.6933 0.3327
 50 0.5012 0.6942 0.3354
 51 0.4963 0.6951 0.3381
 52 0.4914 0.6960 0.3409
 53 0.4864 0.6969 0.3438
