# gbpCode colour map
#    type      = linear
#    hue       = 180 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 000 to 087
  0 0.0000 0.1128 0.0000
  1 0.0000 0.1150 0.0023
  2 0.0000 0.1172 0.0161
  3 0.0000 0.1193 0.0299
  4 0.0000 0.1214 0.0436
  5 0.0000 0.1234 0.0555
  6 0.0000 0.1254 0.0659
  7 0.0000 0.1273 0.0751
  8 0.0000 0.1292 0.0835
  9 0.0000 0.1310 0.0912
 10 0.0000 0.1328 0.0986
 11 0.0000 0.1345 0.1060
 12 0.0000 0.1362 0.1134
 13 0.0000 0.1379 0.1209
 14 0.0000 0.1396 0.1284
 15 0.0000 0.1412 0.1359
 16 0.0000 0.1428 0.1435
 17 0.0000 0.1444 0.1510
 18 0.0000 0.1459 0.1586
 19 0.0000 0.1474 0.1662
 20 0.0000 0.1489 0.1738
 21 0.0000 0.1504 0.1814
 22 0.0000 0.1519 0.1890
 23 0.0000 0.1533 0.1966
 24 0.0000 0.1547 0.2043
 25 0.0000 0.1562 0.2119
 26 0.0000 0.1578 0.2195
 27 0.0000 0.1595 0.2271
 28 0.0000 0.1612 0.2346
 29 0.0000 0.1629 0.2422
 30 0.0000 0.1648 0.2497
 31 0.0000 0.1667 0.2573
 32 0.0000 0.1686 0.2648
 33 0.0000 0.1707 0.2722
 34 0.0000 0.1728 0.2797
 35 0.0000 0.1749 0.2871
 36 0.0000 0.1771 0.2945
 37 0.0000 0.1794 0.3018
 38 0.0000 0.1817 0.3091
 39 0.0000 0.1840 0.3164
 40 0.0000 0.1865 0.3237
 41 0.0000 0.1889 0.3308
 42 0.0000 0.1915 0.3380
 43 0.0000 0.1940 0.3451
 44 0.0000 0.1967 0.3521
 45 0.0000 0.1993 0.3592
 46 0.0000 0.2020 0.3661
 47 0.0000 0.2047 0.3730
 48 0.0000 0.2074 0.3798
 49 0.0000 0.2100 0.3866
 50 0.0000 0.2127 0.3933
 51 0.0000 0.2152 0.4000
 52 0.0000 0.2178 0.4066
 53 0.0000 0.2203 0.4132
 54 0.0000 0.2228 0.4196
 55 0.0000 0.2253 0.4260
 56 0.0000 0.2277 0.4324
 57 0.0000 0.2301 0.4386
 58 0.0000 0.2325 0.4448
 59 0.0000 0.2348 0.4509
 60 0.0000 0.2371 0.4569
 61 0.0000 0.2393 0.4629
 62 0.0000 0.2416 0.4688
 63 0.0000 0.2438 0.4746
 64 0.0000 0.2459 0.4803
 65 0.0000 0.2480 0.4859
 66 0.0000 0.2501 0.4914
 67 0.0000 0.2522 0.4969
 68 0.0000 0.2542 0.5023
 69 0.0000 0.2561 0.5075
 70 0.0000 0.2581 0.5127
 71 0.0000 0.2600 0.5178
 72 0.0000 0.2618 0.5228
 73 0.0000 0.2637 0.5277
 74 0.0000 0.2654 0.5325
 75 0.0000 0.2672 0.5372
 76 0.0000 0.2689 0.5418
 77 0.0000 0.2706 0.5463
 78 0.0000 0.2722 0.5508
 79 0.0000 0.2738 0.5551
 80 0.0000 0.2753 0.5593
 81 0.0000 0.2768 0.5634
 82 0.0000 0.2783 0.5674
 83 0.0000 0.2798 0.5713
 84 0.0000 0.2812 0.5751
 85 0.0000 0.2825 0.5788
 86 0.0000 0.2838 0.5824
 87 0.0000 0.2851 0.5859
 88 0.0000 0.2864 0.5893
 89 0.0000 0.2876 0.5926
 90 0.0000 0.2888 0.5957
 91 0.0000 0.2899 0.5988
 92 0.0259 0.2910 0.6018
 93 0.0720 0.2921 0.6046
