# gbpCode colour map
#    type      = iso
#    hue       = 270 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 067 to 067
  0 0.4260 0.6526 0.9955
  1 0.4335 0.6513 0.9955
  2 0.4410 0.6499 0.9955
  3 0.4484 0.6485 0.9954
  4 0.4557 0.6470 0.9953
  5 0.4629 0.6456 0.9951
  6 0.4701 0.6442 0.9949
  7 0.4772 0.6427 0.9946
  8 0.4842 0.6413 0.9942
  9 0.4912 0.6398 0.9938
 10 0.4981 0.6383 0.9934
 11 0.5049 0.6369 0.9928
 12 0.5117 0.6354 0.9923
 13 0.5184 0.6339 0.9917
 14 0.5250 0.6323 0.9910
 15 0.5316 0.6308 0.9903
 16 0.5382 0.6293 0.9895
 17 0.5447 0.6278 0.9887
 18 0.5511 0.6262 0.9878
 19 0.5575 0.6247 0.9868
 20 0.5638 0.6231 0.9858
 21 0.5701 0.6215 0.9848
 22 0.5763 0.6200 0.9837
 23 0.5825 0.6184 0.9826
 24 0.5886 0.6168 0.9814
 25 0.5947 0.6152 0.9801
 26 0.6007 0.6136 0.9788
 27 0.6067 0.6120 0.9775
 28 0.6126 0.6104 0.9761
 29 0.6185 0.6087 0.9746
 30 0.6243 0.6071 0.9731
 31 0.6301 0.6055 0.9715
 32 0.6358 0.6039 0.9699
 33 0.6415 0.6022 0.9683
 34 0.6472 0.6006 0.9666
 35 0.6527 0.5989 0.9648
 36 0.6583 0.5973 0.9630
 37 0.6638 0.5956 0.9612
 38 0.6692 0.5940 0.9593
 39 0.6746 0.5923 0.9573
 40 0.6800 0.5906 0.9553
 41 0.6853 0.5890 0.9533
 42 0.6905 0.5873 0.9512
 43 0.6957 0.5857 0.9491
 44 0.7009 0.5840 0.9469
 45 0.7060 0.5823 0.9447
 46 0.7111 0.5806 0.9424
 47 0.7161 0.5790 0.9401
 48 0.7211 0.5773 0.9377
 49 0.7260 0.5757 0.9353
 50 0.7309 0.5740 0.9328
 51 0.7357 0.5723 0.9304
 52 0.7405 0.5707 0.9278
 53 0.7452 0.5690 0.9252
 54 0.7499 0.5674 0.9226
 55 0.7545 0.5657 0.9200
 56 0.7591 0.5641 0.9173
 57 0.7636 0.5624 0.9145
 58 0.7681 0.5608 0.9117
 59 0.7726 0.5591 0.9089
 60 0.7770 0.5575 0.9060
 61 0.7813 0.5559 0.9031
 62 0.7856 0.5543 0.9002
 63 0.7899 0.5527 0.8972
 64 0.7941 0.5511 0.8942
 65 0.7982 0.5495 0.8912
 66 0.8023 0.5479 0.8881
 67 0.8064 0.5463 0.8850
 68 0.8104 0.5448 0.8818
 69 0.8143 0.5432 0.8786
 70 0.8182 0.5417 0.8754
 71 0.8221 0.5401 0.8721
 72 0.8259 0.5386 0.8688
 73 0.8296 0.5371 0.8655
 74 0.8333 0.5356 0.8621
 75 0.8370 0.5341 0.8587
 76 0.8406 0.5326 0.8553
 77 0.8441 0.5312 0.8519
 78 0.8476 0.5297 0.8484
 79 0.8511 0.5283 0.8449
 80 0.8545 0.5269 0.8413
 81 0.8578 0.5255 0.8377
 82 0.8611 0.5241 0.8341
 83 0.8644 0.5227 0.8305
 84 0.8676 0.5214 0.8269
 85 0.8707 0.5201 0.8232
 86 0.8738 0.5188 0.8195
 87 0.8768 0.5175 0.8158
 88 0.8798 0.5162 0.8120
 89 0.8828 0.5149 0.8082
 90 0.8856 0.5137 0.8044
 91 0.8885 0.5125 0.8006
 92 0.8913 0.5113 0.7968
 93 0.8940 0.5102 0.7929
 94 0.8967 0.5090 0.7890
 95 0.8993 0.5079 0.7851
 96 0.9019 0.5068 0.7812
 97 0.9044 0.5057 0.7772
 98 0.9068 0.5047 0.7732
 99 0.9093 0.5037 0.7693
100 0.9116 0.5027 0.7653
101 0.9139 0.5017 0.7612
102 0.9162 0.5007 0.7572
103 0.9184 0.4998 0.7532
104 0.9205 0.4989 0.7491
105 0.9226 0.4981 0.7450
106 0.9247 0.4972 0.7409
107 0.9267 0.4964 0.7368
108 0.9286 0.4956 0.7327
109 0.9305 0.4949 0.7286
110 0.9324 0.4942 0.7244
111 0.9341 0.4935 0.7203
112 0.9359 0.4928 0.7161
113 0.9376 0.4922 0.7119
114 0.9392 0.4916 0.7077
115 0.9408 0.4910 0.7036
116 0.9423 0.4905 0.6994
117 0.9438 0.4900 0.6951
118 0.9452 0.4895 0.6909
119 0.9465 0.4891 0.6867
120 0.9479 0.4887 0.6825
121 0.9491 0.4883 0.6783
122 0.9503 0.4879 0.6740
123 0.9515 0.4876 0.6698
124 0.9526 0.4873 0.6655
125 0.9536 0.4871 0.6613
126 0.9546 0.4869 0.6570
127 0.9556 0.4867 0.6528
128 0.9565 0.4866 0.6485
129 0.9573 0.4864 0.6443
130 0.9581 0.4864 0.6400
131 0.9589 0.4863 0.6358
132 0.9596 0.4863 0.6315
133 0.9602 0.4863 0.6273
134 0.9608 0.4864 0.6230
135 0.9613 0.4865 0.6188
136 0.9618 0.4866 0.6145
137 0.9623 0.4867 0.6103
138 0.9626 0.4869 0.6061
139 0.9630 0.4871 0.6018
140 0.9633 0.4874 0.5976
141 0.9635 0.4877 0.5934
142 0.9637 0.4880 0.5892
143 0.9638 0.4883 0.5850
144 0.9639 0.4887 0.5808
145 0.9639 0.4891 0.5766
146 0.9639 0.4896 0.5724
147 0.9639 0.4901 0.5682
148 0.9637 0.4906 0.5641
149 0.9636 0.4911 0.5599
150 0.9634 0.4917 0.5558
151 0.9631 0.4923 0.5516
152 0.9628 0.4929 0.5475
153 0.9625 0.4936 0.5434
154 0.9621 0.4942 0.5393
155 0.9616 0.4950 0.5352
156 0.9611 0.4957 0.5311
157 0.9606 0.4965 0.5271
158 0.9600 0.4973 0.5230
159 0.9593 0.4981 0.5190
160 0.9586 0.4989 0.5150
161 0.9579 0.4998 0.5110
162 0.9571 0.5007 0.5070
163 0.9563 0.5017 0.5030
164 0.9554 0.5026 0.4990
165 0.9545 0.5036 0.4951
166 0.9535 0.5046 0.4912
167 0.9525 0.5056 0.4873
168 0.9515 0.5067 0.4834
169 0.9504 0.5078 0.4795
170 0.9492 0.5089 0.4757
171 0.9481 0.5100 0.4719
172 0.9468 0.5111 0.4681
173 0.9456 0.5123 0.4643
174 0.9442 0.5135 0.4605
175 0.9429 0.5147 0.4568
176 0.9415 0.5159 0.4530
177 0.9400 0.5171 0.4493
178 0.9385 0.5184 0.4457
179 0.9370 0.5197 0.4420
180 0.9354 0.5210 0.4384
181 0.9338 0.5223 0.4348
182 0.9322 0.5236 0.4312
183 0.9305 0.5249 0.4276
184 0.9287 0.5263 0.4241
185 0.9270 0.5277 0.4206
186 0.9251 0.5291 0.4171
187 0.9233 0.5305 0.4136
188 0.9214 0.5319 0.4102
189 0.9195 0.5333 0.4068
190 0.9175 0.5347 0.4034
191 0.9155 0.5362 0.4001
192 0.9134 0.5377 0.3968
193 0.9113 0.5391 0.3935
194 0.9092 0.5406 0.3902
195 0.9070 0.5421 0.3870
196 0.9048 0.5436 0.3838
197 0.9026 0.5451 0.3807
198 0.9003 0.5466 0.3775
199 0.8980 0.5482 0.3744
200 0.8957 0.5497 0.3713
201 0.8933 0.5513 0.3683
202 0.8909 0.5528 0.3653
203 0.8884 0.5544 0.3623
204 0.8859 0.5559 0.3594
205 0.8834 0.5575 0.3565
206 0.8808 0.5591 0.3536
207 0.8783 0.5607 0.3508
208 0.8756 0.5622 0.3480
209 0.8730 0.5638 0.3453
210 0.8703 0.5654 0.3425
211 0.8676 0.5670 0.3399
212 0.8648 0.5686 0.3372
213 0.8620 0.5702 0.3346
214 0.8592 0.5718 0.3321
215 0.8563 0.5734 0.3296
216 0.8535 0.5750 0.3271
217 0.8505 0.5766 0.3246
218 0.8476 0.5782 0.3223
219 0.8446 0.5798 0.3199
220 0.8416 0.5814 0.3176
221 0.8386 0.5830 0.3153
222 0.8355 0.5846 0.3131
223 0.8324 0.5862 0.3110
224 0.8293 0.5878 0.3088
225 0.8262 0.5894 0.3068
226 0.8230 0.5910 0.3047
227 0.8198 0.5926 0.3028
228 0.8166 0.5942 0.3008
229 0.8133 0.5958 0.2990
230 0.8100 0.5974 0.2971
231 0.8067 0.5990 0.2954
232 0.8034 0.6006 0.2936
233 0.8000 0.6021 0.2920
234 0.7966 0.6037 0.2904
235 0.7932 0.6053 0.2888
236 0.7897 0.6068 0.2873
237 0.7863 0.6084 0.2858
238 0.7828 0.6099 0.2845
239 0.7793 0.6115 0.2831
240 0.7757 0.6130 0.2818
241 0.7722 0.6146 0.2806
242 0.7686 0.6161 0.2795
243 0.7650 0.6176 0.2784
244 0.7613 0.6191 0.2773
245 0.7577 0.6206 0.2764
246 0.7540 0.6221 0.2754
247 0.7503 0.6236 0.2746
248 0.7465 0.6251 0.2738
249 0.7428 0.6266 0.2731
250 0.7390 0.6281 0.2724
251 0.7352 0.6295 0.2718
252 0.7314 0.6310 0.2713
253 0.7276 0.6324 0.2708
254 0.7237 0.6339 0.2704
255 0.7198 0.6353 0.2701
