# gbpCode colour map
#    type      = iso
#    hue       = 210 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 067 to 067
  0 0.0000 0.7264 0.8125
  1 0.0000 0.7262 0.8144
  2 0.0000 0.7260 0.8163
  3 0.0000 0.7258 0.8182
  4 0.0000 0.7256 0.8201
  5 0.0000 0.7254 0.8220
  6 0.0000 0.7252 0.8239
  7 0.0000 0.7250 0.8258
  8 0.0000 0.7248 0.8276
  9 0.0000 0.7246 0.8295
 10 0.0000 0.7244 0.8313
 11 0.0000 0.7242 0.8332
 12 0.0000 0.7240 0.8350
 13 0.0000 0.7238 0.8369
 14 0.0000 0.7236 0.8387
 15 0.0000 0.7234 0.8405
 16 0.0000 0.7231 0.8423
 17 0.0000 0.7229 0.8441
 18 0.0000 0.7227 0.8459
 19 0.0000 0.7224 0.8477
 20 0.0000 0.7222 0.8494
 21 0.0000 0.7220 0.8512
 22 0.0000 0.7217 0.8530
 23 0.0000 0.7215 0.8547
 24 0.0000 0.7212 0.8565
 25 0.0000 0.7210 0.8582
 26 0.0000 0.7207 0.8599
 27 0.0000 0.7205 0.8617
 28 0.0000 0.7202 0.8634
 29 0.0000 0.7200 0.8651
 30 0.0000 0.7197 0.8668
 31 0.0000 0.7194 0.8684
 32 0.0000 0.7192 0.8701
 33 0.0000 0.7189 0.8718
 34 0.0000 0.7186 0.8735
 35 0.0000 0.7183 0.8751
 36 0.0000 0.7181 0.8767
 37 0.0000 0.7178 0.8784
 38 0.0000 0.7175 0.8800
 39 0.0000 0.7172 0.8816
 40 0.0000 0.7169 0.8832
 41 0.0000 0.7166 0.8848
 42 0.0000 0.7163 0.8864
 43 0.0000 0.7160 0.8880
 44 0.0000 0.7157 0.8896
 45 0.0000 0.7154 0.8911
 46 0.0000 0.7151 0.8927
 47 0.0000 0.7148 0.8942
 48 0.0000 0.7145 0.8957
 49 0.0000 0.7141 0.8973
 50 0.0000 0.7138 0.8988
 51 0.0000 0.7135 0.9003
 52 0.0000 0.7132 0.9018
 53 0.0000 0.7128 0.9032
 54 0.0000 0.7125 0.9047
 55 0.0000 0.7122 0.9062
 56 0.0000 0.7118 0.9076
 57 0.0000 0.7115 0.9091
 58 0.0000 0.7111 0.9105
 59 0.0000 0.7108 0.9119
 60 0.0000 0.7104 0.9133
 61 0.0000 0.7101 0.9147
 62 0.0000 0.7097 0.9161
 63 0.0000 0.7093 0.9175
 64 0.0000 0.7090 0.9189
 65 0.0000 0.7086 0.9202
 66 0.0000 0.7082 0.9216
 67 0.0000 0.7079 0.9229
 68 0.0000 0.7075 0.9242
 69 0.0000 0.7071 0.9255
 70 0.0000 0.7067 0.9268
 71 0.0000 0.7063 0.9281
 72 0.0000 0.7059 0.9294
 73 0.0000 0.7055 0.9307
 74 0.0000 0.7051 0.9320
 75 0.0000 0.7047 0.9332
 76 0.0000 0.7043 0.9344
 77 0.0000 0.7039 0.9357
 78 0.0000 0.7035 0.9369
 79 0.0000 0.7031 0.9381
 80 0.0000 0.7027 0.9393
 81 0.0000 0.7023 0.9405
 82 0.0000 0.7019 0.9416
 83 0.0000 0.7014 0.9428
 84 0.0000 0.7010 0.9439
 85 0.0000 0.7006 0.9451
 86 0.0000 0.7001 0.9462
 87 0.0000 0.6997 0.9473
 88 0.0000 0.6993 0.9484
 89 0.0000 0.6988 0.9495
 90 0.0000 0.6984 0.9506
 91 0.0000 0.6979 0.9516
 92 0.0000 0.6975 0.9527
 93 0.0000 0.6970 0.9537
 94 0.0000 0.6966 0.9548
 95 0.0000 0.6961 0.9558
 96 0.0000 0.6956 0.9568
 97 0.0000 0.6952 0.9578
 98 0.0000 0.6947 0.9588
 99 0.0000 0.6942 0.9597
100 0.0000 0.6937 0.9607
101 0.0000 0.6933 0.9616
102 0.0000 0.6928 0.9626
103 0.0000 0.6923 0.9635
104 0.0017 0.6918 0.9644
105 0.0236 0.6913 0.9653
106 0.0456 0.6908 0.9662
107 0.0638 0.6903 0.9670
108 0.0788 0.6898 0.9679
109 0.0920 0.6893 0.9687
110 0.1038 0.6888 0.9696
111 0.1146 0.6883 0.9704
112 0.1246 0.6878 0.9712
113 0.1339 0.6872 0.9720
114 0.1428 0.6867 0.9728
115 0.1512 0.6862 0.9735
116 0.1592 0.6857 0.9743
117 0.1669 0.6851 0.9750
118 0.1743 0.6846 0.9758
119 0.1815 0.6841 0.9765
120 0.1884 0.6835 0.9772
121 0.1951 0.6830 0.9779
122 0.2017 0.6824 0.9785
123 0.2080 0.6819 0.9792
124 0.2143 0.6813 0.9799
125 0.2203 0.6808 0.9805
126 0.2263 0.6802 0.9811
127 0.2321 0.6796 0.9817
128 0.2378 0.6791 0.9823
129 0.2434 0.6785 0.9829
130 0.2490 0.6779 0.9835
131 0.2544 0.6774 0.9841
132 0.2597 0.6768 0.9846
133 0.2650 0.6762 0.9851
134 0.2702 0.6756 0.9857
135 0.2753 0.6750 0.9862
136 0.2803 0.6745 0.9867
137 0.2853 0.6739 0.9872
138 0.2902 0.6733 0.9876
139 0.2950 0.6727 0.9881
140 0.2998 0.6721 0.9885
141 0.3046 0.6715 0.9889
142 0.3093 0.6708 0.9894
143 0.3139 0.6702 0.9898
144 0.3185 0.6696 0.9901
145 0.3231 0.6690 0.9905
146 0.3276 0.6684 0.9909
147 0.3321 0.6678 0.9912
148 0.3365 0.6671 0.9916
149 0.3409 0.6665 0.9919
150 0.3452 0.6659 0.9922
151 0.3495 0.6652 0.9925
152 0.3538 0.6646 0.9928
153 0.3581 0.6640 0.9930
154 0.3623 0.6633 0.9933
155 0.3665 0.6627 0.9935
156 0.3706 0.6620 0.9938
157 0.3748 0.6614 0.9940
158 0.3789 0.6607 0.9942
159 0.3829 0.6601 0.9943
160 0.3870 0.6594 0.9945
161 0.3910 0.6587 0.9947
162 0.3950 0.6581 0.9948
163 0.3989 0.6574 0.9950
164 0.4029 0.6567 0.9951
165 0.4068 0.6561 0.9952
166 0.4107 0.6554 0.9953
167 0.4145 0.6547 0.9953
168 0.4184 0.6540 0.9954
169 0.4222 0.6533 0.9955
170 0.4260 0.6526 0.9955
171 0.4298 0.6520 0.9955
172 0.4335 0.6513 0.9955
173 0.4373 0.6506 0.9955
174 0.4410 0.6499 0.9955
175 0.4447 0.6492 0.9955
176 0.4484 0.6485 0.9954
177 0.4520 0.6478 0.9954
178 0.4557 0.6470 0.9953
179 0.4593 0.6463 0.9952
180 0.4629 0.6456 0.9951
181 0.4665 0.6449 0.9950
182 0.4701 0.6442 0.9949
183 0.4736 0.6435 0.9947
184 0.4772 0.6427 0.9946
185 0.4807 0.6420 0.9944
186 0.4842 0.6413 0.9942
187 0.4877 0.6405 0.9940
188 0.4912 0.6398 0.9938
189 0.4946 0.6391 0.9936
190 0.4981 0.6383 0.9934
191 0.5015 0.6376 0.9931
192 0.5049 0.6369 0.9928
193 0.5083 0.6361 0.9926
194 0.5117 0.6354 0.9923
195 0.5150 0.6346 0.9920
196 0.5184 0.6339 0.9917
197 0.5217 0.6331 0.9913
198 0.5250 0.6323 0.9910
199 0.5284 0.6316 0.9906
200 0.5316 0.6308 0.9903
201 0.5349 0.6301 0.9899
202 0.5382 0.6293 0.9895
203 0.5414 0.6285 0.9891
204 0.5447 0.6278 0.9887
205 0.5479 0.6270 0.9882
206 0.5511 0.6262 0.9878
207 0.5543 0.6254 0.9873
208 0.5575 0.6247 0.9868
209 0.5607 0.6239 0.9863
210 0.5638 0.6231 0.9858
211 0.5670 0.6223 0.9853
212 0.5701 0.6215 0.9848
213 0.5732 0.6207 0.9843
214 0.5763 0.6200 0.9837
215 0.5794 0.6192 0.9831
216 0.5825 0.6184 0.9826
217 0.5856 0.6176 0.9820
218 0.5886 0.6168 0.9814
219 0.5917 0.6160 0.9807
220 0.5947 0.6152 0.9801
221 0.5977 0.6144 0.9795
222 0.6007 0.6136 0.9788
223 0.6037 0.6128 0.9781
224 0.6067 0.6120 0.9775
225 0.6097 0.6112 0.9768
226 0.6126 0.6104 0.9761
227 0.6156 0.6096 0.9753
228 0.6185 0.6087 0.9746
229 0.6214 0.6079 0.9739
230 0.6243 0.6071 0.9731
231 0.6272 0.6063 0.9723
232 0.6301 0.6055 0.9715
233 0.6330 0.6047 0.9707
234 0.6358 0.6039 0.9699
235 0.6387 0.6030 0.9691
236 0.6415 0.6022 0.9683
237 0.6443 0.6014 0.9674
238 0.6472 0.6006 0.9666
239 0.6500 0.5997 0.9657
240 0.6527 0.5989 0.9648
241 0.6555 0.5981 0.9639
242 0.6583 0.5973 0.9630
243 0.6610 0.5964 0.9621
244 0.6638 0.5956 0.9612
245 0.6665 0.5948 0.9602
246 0.6692 0.5940 0.9593
247 0.6719 0.5931 0.9583
248 0.6746 0.5923 0.9573
249 0.6773 0.5915 0.9563
250 0.6800 0.5906 0.9553
251 0.6826 0.5898 0.9543
252 0.6853 0.5890 0.9533
253 0.6879 0.5881 0.9522
254 0.6905 0.5873 0.9512
255 0.6931 0.5865 0.9501
