# gbpCode colour map
#    type      = linear
#    hue       = 060 degrees
#    radius    = 001 degrees
#    chroma    = 050
#    luminance = 000 to 071
  0 0.1920 0.0000 0.0000
  1 0.1896 0.0000 0.0000
  2 0.1870 0.0000 0.0000
  3 0.1842 0.0000 0.0000
  4 0.1813 0.0000 0.0000
  5 0.1782 0.0000 0.0000
  6 0.1749 0.0000 0.0000
  7 0.1714 0.0000 0.0000
  8 0.1677 0.0000 0.0000
  9 0.1638 0.0000 0.0000
 10 0.1596 0.0046 0.0000
 11 0.1553 0.0143 0.0000
 12 0.1507 0.0240 0.0000
 13 0.1459 0.0338 0.0000
 14 0.1408 0.0434 0.0000
 15 0.1355 0.0521 0.0000
 16 0.1298 0.0599 0.0000
 17 0.1239 0.0670 0.0000
 18 0.1175 0.0736 0.0000
 19 0.1108 0.0797 0.0000
 20 0.1036 0.0855 0.0000
 21 0.0958 0.0909 0.0000
 22 0.0875 0.0960 0.0000
 23 0.0783 0.1009 0.0000
 24 0.0682 0.1056 0.0000
 25 0.0569 0.1100 0.0000
 26 0.0436 0.1142 0.0000
 27 0.0284 0.1183 0.0000
 28 0.0131 0.1222 0.0000
 29 0.0000 0.1260 0.0000
 30 0.0000 0.1296 0.0000
 31 0.0000 0.1332 0.0000
 32 0.0000 0.1368 0.0000
 33 0.0000 0.1402 0.0000
 34 0.0000 0.1436 0.0000
 35 0.0000 0.1470 0.0000
 36 0.0000 0.1503 0.0000
 37 0.0000 0.1535 0.0000
 38 0.0000 0.1567 0.0000
 39 0.0000 0.1598 0.0000
 40 0.0000 0.1629 0.0000
 41 0.0000 0.1659 0.0000
 42 0.0000 0.1689 0.0000
 43 0.0000 0.1718 0.0000
 44 0.0000 0.1747 0.0000
 45 0.0000 0.1776 0.0000
 46 0.0000 0.1804 0.0000
 47 0.0000 0.1831 0.0051
 48 0.0000 0.1859 0.0252
 49 0.0000 0.1885 0.0453
 50 0.0000 0.1912 0.0622
 51 0.0000 0.1938 0.0762
 52 0.0000 0.1964 0.0895
 53 0.0000 0.1990 0.1025
 54 0.0000 0.2016 0.1155
 55 0.0000 0.2041 0.1284
 56 0.0000 0.2067 0.1413
 57 0.0000 0.2092 0.1541
 58 0.0000 0.2117 0.1670
 59 0.0000 0.2142 0.1798
