# gbpCode colour map
#    type      = iso
#    hue       = 000 degrees
#    radius    = 000 degrees
#    chroma    = 050
#    luminance = 069 to 069
  0 0.9803 0.5086 0.6722
  1 0.9807 0.5085 0.6701
  2 0.9812 0.5084 0.6679
  3 0.9816 0.5084 0.6658
  4 0.9820 0.5083 0.6636
  5 0.9824 0.5083 0.6615
  6 0.9828 0.5083 0.6594
  7 0.9832 0.5083 0.6572
  8 0.9835 0.5083 0.6551
  9 0.9839 0.5082 0.6529
 10 0.9842 0.5083 0.6508
 11 0.9845 0.5083 0.6487
 12 0.9848 0.5083 0.6465
 13 0.9851 0.5083 0.6444
 14 0.9854 0.5084 0.6423
 15 0.9857 0.5084 0.6401
 16 0.9859 0.5085 0.6380
 17 0.9862 0.5085 0.6358
 18 0.9864 0.5086 0.6337
 19 0.9866 0.5087 0.6316
 20 0.9868 0.5088 0.6295
 21 0.9870 0.5089 0.6273
 22 0.9872 0.5090 0.6252
 23 0.9874 0.5091 0.6231
 24 0.9875 0.5092 0.6209
 25 0.9877 0.5093 0.6188
 26 0.9878 0.5095 0.6167
 27 0.9879 0.5096 0.6146
 28 0.9880 0.5097 0.6124
 29 0.9881 0.5099 0.6103
 30 0.9882 0.5101 0.6082
 31 0.9882 0.5103 0.6061
 32 0.9883 0.5104 0.6040
 33 0.9883 0.5106 0.6019
 34 0.9884 0.5108 0.5997
 35 0.9884 0.5110 0.5976
 36 0.9884 0.5112 0.5955
 37 0.9884 0.5115 0.5934
 38 0.9883 0.5117 0.5913
 39 0.9883 0.5119 0.5892
 40 0.9883 0.5122 0.5871
 41 0.9882 0.5124 0.5850
 42 0.9881 0.5127 0.5829
 43 0.9880 0.5130 0.5808
 44 0.9879 0.5132 0.5788
 45 0.9878 0.5135 0.5767
 46 0.9877 0.5138 0.5746
 47 0.9876 0.5141 0.5725
 48 0.9874 0.5144 0.5704
 49 0.9873 0.5147 0.5684
 50 0.9871 0.5151 0.5663
 51 0.9869 0.5154 0.5642
 52 0.9867 0.5157 0.5622
 53 0.9865 0.5161 0.5601
 54 0.9863 0.5164 0.5580
 55 0.9861 0.5168 0.5560
 56 0.9858 0.5171 0.5539
 57 0.9856 0.5175 0.5519
 58 0.9853 0.5179 0.5498
 59 0.9850 0.5183 0.5478
 60 0.9848 0.5187 0.5458
 61 0.9845 0.5191 0.5437
 62 0.9841 0.5195 0.5417
 63 0.9838 0.5199 0.5397
 64 0.9835 0.5203 0.5376
 65 0.9831 0.5207 0.5356
 66 0.9828 0.5211 0.5336
 67 0.9824 0.5216 0.5316
 68 0.9820 0.5220 0.5296
 69 0.9816 0.5225 0.5276
 70 0.9812 0.5229 0.5256
 71 0.9808 0.5234 0.5236
 72 0.9804 0.5239 0.5216
 73 0.9799 0.5243 0.5196
 74 0.9795 0.5248 0.5176
 75 0.9790 0.5253 0.5156
 76 0.9785 0.5258 0.5137
 77 0.9780 0.5263 0.5117
 78 0.9775 0.5268 0.5097
 79 0.9770 0.5273 0.5078
 80 0.9765 0.5278 0.5058
 81 0.9760 0.5284 0.5039
 82 0.9754 0.5289 0.5019
 83 0.9749 0.5294 0.5000
 84 0.9743 0.5300 0.4980
 85 0.9737 0.5305 0.4961
 86 0.9731 0.5311 0.4942
 87 0.9725 0.5316 0.4923
 88 0.9719 0.5322 0.4903
 89 0.9713 0.5327 0.4884
 90 0.9707 0.5333 0.4865
 91 0.9700 0.5339 0.4846
 92 0.9694 0.5345 0.4827
 93 0.9687 0.5351 0.4808
 94 0.9680 0.5357 0.4790
 95 0.9673 0.5363 0.4771
 96 0.9666 0.5369 0.4752
 97 0.9659 0.5375 0.4733
 98 0.9652 0.5381 0.4715
 99 0.9645 0.5387 0.4696
100 0.9637 0.5393 0.4678
101 0.9630 0.5399 0.4659
102 0.9622 0.5406 0.4641
103 0.9615 0.5412 0.4623
104 0.9607 0.5419 0.4604
105 0.9599 0.5425 0.4586
106 0.9591 0.5431 0.4568
107 0.9583 0.5438 0.4550
108 0.9574 0.5445 0.4532
109 0.9566 0.5451 0.4514
110 0.9557 0.5458 0.4496
111 0.9549 0.5464 0.4478
112 0.9540 0.5471 0.4460
113 0.9531 0.5478 0.4443
114 0.9523 0.5485 0.4425
115 0.9514 0.5492 0.4407
116 0.9504 0.5498 0.4390
117 0.9495 0.5505 0.4372
118 0.9486 0.5512 0.4355
119 0.9477 0.5519 0.4338
120 0.9467 0.5526 0.4321
121 0.9458 0.5533 0.4303
122 0.9448 0.5540 0.4286
123 0.9438 0.5547 0.4269
124 0.9428 0.5555 0.4252
125 0.9418 0.5562 0.4235
126 0.9408 0.5569 0.4219
127 0.9398 0.5576 0.4202
128 0.9388 0.5583 0.4185
129 0.9377 0.5591 0.4169
130 0.9367 0.5598 0.4152
131 0.9356 0.5605 0.4136
132 0.9346 0.5613 0.4119
133 0.9335 0.5620 0.4103
134 0.9324 0.5628 0.4087
135 0.9313 0.5635 0.4071
136 0.9302 0.5642 0.4055
137 0.9291 0.5650 0.4039
138 0.9280 0.5657 0.4023
139 0.9268 0.5665 0.4007
140 0.9257 0.5673 0.3991
141 0.9246 0.5680 0.3976
142 0.9234 0.5688 0.3960
143 0.9222 0.5695 0.3944
144 0.9211 0.5703 0.3929
145 0.9199 0.5711 0.3914
146 0.9187 0.5718 0.3899
147 0.9175 0.5726 0.3883
148 0.9163 0.5734 0.3868
149 0.9150 0.5742 0.3853
150 0.9138 0.5749 0.3838
151 0.9126 0.5757 0.3824
152 0.9113 0.5765 0.3809
153 0.9101 0.5773 0.3794
154 0.9088 0.5780 0.3780
155 0.9075 0.5788 0.3765
156 0.9062 0.5796 0.3751
157 0.9049 0.5804 0.3737
158 0.9036 0.5812 0.3722
159 0.9023 0.5820 0.3708
160 0.9010 0.5828 0.3694
161 0.8997 0.5836 0.3681
162 0.8984 0.5843 0.3667
163 0.8970 0.5851 0.3653
164 0.8957 0.5859 0.3639
165 0.8943 0.5867 0.3626
166 0.8929 0.5875 0.3612
167 0.8916 0.5883 0.3599
168 0.8902 0.5891 0.3586
169 0.8888 0.5899 0.3573
170 0.8874 0.5907 0.3560
171 0.8860 0.5915 0.3547
172 0.8846 0.5923 0.3534
173 0.8831 0.5931 0.3521
174 0.8817 0.5939 0.3509
175 0.8803 0.5947 0.3496
176 0.8788 0.5955 0.3484
177 0.8774 0.5963 0.3472
178 0.8759 0.5971 0.3459
179 0.8744 0.5979 0.3447
180 0.8729 0.5987 0.3435
181 0.8715 0.5995 0.3424
182 0.8700 0.6003 0.3412
183 0.8685 0.6011 0.3400
184 0.8670 0.6019 0.3389
185 0.8654 0.6027 0.3377
186 0.8639 0.6035 0.3366
187 0.8624 0.6043 0.3355
188 0.8608 0.6051 0.3344
189 0.8593 0.6059 0.3333
190 0.8577 0.6067 0.3322
191 0.8562 0.6075 0.3311
192 0.8546 0.6083 0.3301
193 0.8530 0.6091 0.3290
194 0.8515 0.6099 0.3280
195 0.8499 0.6107 0.3270
196 0.8483 0.6115 0.3260
197 0.8467 0.6123 0.3250
198 0.8450 0.6131 0.3240
199 0.8434 0.6139 0.3230
200 0.8418 0.6147 0.3220
201 0.8402 0.6155 0.3211
202 0.8385 0.6163 0.3202
203 0.8369 0.6171 0.3192
204 0.8352 0.6179 0.3183
205 0.8336 0.6187 0.3174
206 0.8319 0.6195 0.3165
207 0.8302 0.6203 0.3157
208 0.8286 0.6211 0.3148
209 0.8269 0.6219 0.3140
210 0.8252 0.6227 0.3131
211 0.8235 0.6234 0.3123
212 0.8218 0.6242 0.3115
213 0.8201 0.6250 0.3107
214 0.8183 0.6258 0.3099
215 0.8166 0.6266 0.3092
216 0.8149 0.6274 0.3084
217 0.8131 0.6282 0.3077
218 0.8114 0.6289 0.3070
219 0.8096 0.6297 0.3063
220 0.8079 0.6305 0.3056
221 0.8061 0.6313 0.3049
222 0.8044 0.6320 0.3042
223 0.8026 0.6328 0.3036
224 0.8008 0.6336 0.3029
225 0.7990 0.6344 0.3023
226 0.7972 0.6351 0.3017
227 0.7954 0.6359 0.3011
228 0.7936 0.6367 0.3005
229 0.7918 0.6374 0.3000
230 0.7900 0.6382 0.2994
231 0.7882 0.6390 0.2989
232 0.7863 0.6397 0.2984
233 0.7845 0.6405 0.2979
234 0.7826 0.6412 0.2974
235 0.7808 0.6420 0.2969
236 0.7789 0.6428 0.2965
237 0.7771 0.6435 0.2960
238 0.7752 0.6443 0.2956
239 0.7733 0.6450 0.2952
240 0.7715 0.6458 0.2948
241 0.7696 0.6465 0.2944
242 0.7677 0.6472 0.2941
243 0.7658 0.6480 0.2937
244 0.7639 0.6487 0.2934
245 0.7620 0.6495 0.2931
246 0.7601 0.6502 0.2928
247 0.7582 0.6509 0.2925
248 0.7563 0.6517 0.2922
249 0.7543 0.6524 0.2920
250 0.7524 0.6531 0.2917
251 0.7505 0.6539 0.2915
252 0.7485 0.6546 0.2913
253 0.7466 0.6553 0.2911
254 0.7446 0.6560 0.2909
255 0.7427 0.6567 0.2908
